loan_id,customer_id,origination_date,loan_amount,term_months,interest_rate,loan_grade,purpose,status,last_payment_date,remaining_balance,payments_made,age,annual_income,employment_length_yrs,home_ownership,state,credit_score,is_default,is_delinquent,orig_year,orig_quarter,orig_yrq,income_band,age_band
L02055,B03316,2023-07-03,7400,36,26.48,F,Debt Consolidation,Current,2024-12-03,3905.56,17,46,53277,0,MORTGAGE,NY,600,0,0,2023,3,2023-Q3,2_35K-55K,4_45-54
L02056,B00632,2022-03-16,28400,48,19.66,E,Personal,Late (60-89 days),2024-11-27,18108.56,26,60,77972,6,MORTGAGE,GA,605,0,1,2022,1,2022-Q1,3_55K-80K,5_55-64
L02057,B00805,2024-06-07,22000,48,20.84,E,Debt Consolidation,Current,2024-12-29,19250.0,6,36,42552,3,MORTGAGE,FL,571,0,0,2024,2,2024-Q2,2_35K-55K,3_35-44
L02058,B03035,2022-08-08,11000,60,25.83,F,Personal,Default,2024-09-06,4198.38,8,42,36645,10,RENT,CA,558,1,0,2022,3,2022-Q3,2_35K-55K,3_35-44
L02059,B03088,2023-10-03,37900,48,18.0,D,Personal,Current,2024-12-28,26845.83,14,56,76871,4,MORTGAGE,IL,674,0,0,2023,4,2023-Q4,3_55K-80K,5_55-64
L02060,B04481,2022-02-14,17500,36,21.64,E,Debt Consolidation,Current,2024-12-10,972.22,34,27,41399,2,RENT,WA,607,0,0,2022,1,2022-Q1,2_35K-55K,2_26-34
L02061,B03413,2021-09-09,19200,48,17.08,D,Personal,Current,2024-12-29,3600.0,39,65,43623,7,MORTGAGE,MA,617,0,0,2021,3,2021-Q3,2_35K-55K,6_65+
L02062,B03870,2021-10-05,22900,36,13.67,C,Debt Consolidation,Fully Paid,2024-08-20,0.0,36,53,55816,3,MORTGAGE,FL,663,0,0,2021,4,2021-Q4,3_55K-80K,4_45-54
L02063,B00792,2021-06-01,33900,36,17.42,D,Business,Fully Paid,2024-11-01,0.0,36,44,63018,6,OWN,FL,716,0,0,2021,2,2021-Q2,3_55K-80K,3_35-44
L02064,B04142,2023-07-15,10500,48,21.86,E,Debt Consolidation,Default,2024-10-08,4509.57,8,61,32088,7,RENT,IL,628,1,0,2023,3,2023-Q3,1_Under 35K,5_55-64
L02065,B02552,2021-12-20,25700,36,12.79,C,Auto,Fully Paid,2024-07-21,0.0,36,21,61049,4,RENT,CA,693,0,0,2021,4,2021-Q4,3_55K-80K,1_21-25
L02066,B03842,2023-07-01,26400,36,14.75,C,Debt Consolidation,Current,2024-12-02,13933.33,17,33,48589,6,RENT,MA,649,0,0,2023,3,2023-Q3,2_35K-55K,2_26-34
L02067,B03215,2021-06-29,24200,48,6.15,A,Personal,Current,2024-11-27,3025.0,42,50,100160,4,RENT,CA,729,0,0,2021,2,2021-Q2,4_80K-120K,4_45-54
L02068,B03357,2022-10-17,8200,48,14.55,C,Debt Consolidation,Current,2024-12-22,3758.33,26,42,25252,5,RENT,OH,669,0,0,2022,4,2022-Q4,1_Under 35K,3_35-44
L02069,B02573,2024-09-29,9400,48,20.12,E,Debt Consolidation,Default,2024-07-06,6088.91,0,38,23048,8,RENT,FL,667,1,0,2024,3,2024-Q3,1_Under 35K,3_35-44
L02070,B03905,2022-12-13,25900,36,25.88,F,Debt Consolidation,Late (30-59 days),2024-10-03,20179.31,22,61,103135,10,RENT,CA,570,0,1,2022,4,2022-Q4,4_80K-120K,5_55-64
L02071,B02095,2021-05-13,4500,60,21.52,E,Home Improvement,Late (60-89 days),2024-11-13,2936.52,25,54,18000,9,RENT,UT,612,0,1,2021,2,2021-Q2,1_Under 35K,4_45-54
L02072,B00616,2024-02-01,36700,48,21.33,E,Home Improvement,Current,2024-12-29,29054.17,10,43,65228,3,MORTGAGE,CA,676,0,0,2024,1,2024-Q1,3_55K-80K,3_35-44
L02073,B03994,2024-01-16,9500,60,20.75,E,Home Improvement,Current,2024-12-22,7758.33,11,51,36119,9,OWN,IL,629,0,0,2024,1,2024-Q1,2_35K-55K,4_45-54
L02074,B04297,2022-08-18,11500,48,17.42,D,Vacation,Current,2024-11-30,4791.67,28,29,36947,6,MORTGAGE,VA,678,0,0,2022,3,2022-Q3,2_35K-55K,2_26-34
L02075,B02302,2022-09-07,11000,48,16.71,D,Debt Consolidation,Default,2024-11-27,2541.63,8,30,29768,3,MORTGAGE,TX,629,1,0,2022,3,2022-Q3,1_Under 35K,2_26-34
L02076,B02231,2021-11-19,39500,36,11.08,B,Auto,Fully Paid,2024-08-03,0.0,36,33,123601,5,MORTGAGE,UT,706,0,0,2021,4,2021-Q4,5_Over 120K,2_26-34
L02077,B01573,2024-07-30,15800,48,13.0,C,Home Improvement,Late (60-89 days),2024-11-20,8192.38,4,45,54270,7,RENT,IL,706,0,1,2024,3,2024-Q3,2_35K-55K,4_45-54
L02078,B03029,2021-12-23,7100,48,9.92,B,Debt Consolidation,Current,2024-12-16,1775.0,36,35,21658,4,MORTGAGE,MI,719,0,0,2021,4,2021-Q4,1_Under 35K,3_35-44
L02079,B02538,2023-01-11,7100,36,17.15,D,Debt Consolidation,Default,2024-10-29,1596.6,2,53,29354,10,MORTGAGE,IN,711,1,0,2023,1,2023-Q1,1_Under 35K,4_45-54
L02080,B00505,2023-11-08,21400,48,22.23,E,Personal,Current,2024-12-31,15604.17,13,34,73354,1,MORTGAGE,VA,635,0,0,2023,4,2023-Q4,3_55K-80K,2_26-34
L02081,B01946,2022-04-05,12600,48,22.11,E,Debt Consolidation,Current,2024-12-20,4200.0,32,37,29914,0,OWN,GA,603,0,0,2022,2,2022-Q2,1_Under 35K,3_35-44
L02082,B01862,2021-09-06,40000,48,20.42,E,Auto,Current,2024-12-28,7500.0,39,51,91001,4,OWN,VA,636,0,0,2021,3,2021-Q3,4_80K-120K,4_45-54
L02083,B03723,2022-02-16,30200,36,10.43,B,Business,Current,2024-12-12,1677.78,34,22,66140,0,OWN,PA,708,0,0,2022,1,2022-Q1,3_55K-80K,1_21-25
L02084,B03684,2021-10-12,18500,36,14.2,C,Debt Consolidation,Fully Paid,2024-11-07,0.0,36,56,52944,4,MORTGAGE,IL,679,0,0,2021,4,2021-Q4,2_35K-55K,5_55-64
L02085,B00404,2022-04-30,13100,36,13.25,C,Debt Consolidation,Current,2024-12-02,1455.56,32,42,39922,4,MORTGAGE,CA,705,0,0,2022,2,2022-Q2,2_35K-55K,3_35-44
L02086,B04332,2023-10-09,7400,48,22.28,E,Debt Consolidation,Current,2024-12-21,5241.67,14,28,35124,8,RENT,CA,636,0,0,2023,4,2023-Q4,2_35K-55K,2_26-34
L02087,B01620,2021-02-23,12600,36,27.56,F,Home Improvement,Fully Paid,2024-11-15,0.0,36,55,40568,7,MORTGAGE,CA,638,0,0,2021,1,2021-Q1,2_35K-55K,5_55-64
L02088,B02907,2023-01-10,14600,24,11.42,B,Debt Consolidation,Current,2024-12-25,608.33,23,37,39873,1,RENT,NC,714,0,0,2023,1,2023-Q1,2_35K-55K,3_35-44
L02089,B03014,2024-02-09,17600,60,17.63,D,Vacation,Late (60-89 days),2024-11-02,9722.47,8,25,37963,5,MORTGAGE,NC,642,0,1,2024,1,2024-Q1,2_35K-55K,1_21-25
L02090,B03617,2024-03-18,4100,36,16.84,D,Auto,Current,2024-11-30,3075.0,9,30,28063,10,RENT,NC,626,0,0,2024,1,2024-Q1,1_Under 35K,2_26-34
L02091,B01570,2023-01-26,11700,48,7.36,A,Business,Current,2024-12-17,6093.75,23,35,37289,3,OWN,CA,742,0,0,2023,1,2023-Q1,2_35K-55K,3_35-44
L02092,B03717,2023-08-16,11200,60,10.0,B,Home Improvement,Current,2024-12-27,8213.33,16,75,110969,10,MORTGAGE,CA,702,0,0,2023,3,2023-Q3,4_80K-120K,6_65+
L02093,B00140,2024-02-04,3200,48,21.68,E,Debt Consolidation,Late (60-89 days),2024-10-11,2239.5,8,27,18000,9,RENT,IN,654,0,1,2024,1,2024-Q1,1_Under 35K,2_26-34
L02094,B01844,2021-09-23,21800,48,10.94,B,Home Improvement,Current,2024-12-04,4087.5,39,43,44766,10,OWN,IL,689,0,0,2021,3,2021-Q3,2_35K-55K,3_35-44
L02095,B03379,2024-06-07,7500,60,15.39,D,Home Improvement,Current,2024-12-10,6750.0,6,48,35591,9,RENT,AL,658,0,0,2024,2,2024-Q2,2_35K-55K,4_45-54
L02096,B02965,2021-06-26,36100,60,17.62,D,Auto,Current,2024-12-06,10830.0,42,56,156562,10,MORTGAGE,FL,714,0,0,2021,2,2021-Q2,5_Over 120K,5_55-64
L02097,B03170,2021-05-15,21900,48,13.56,C,Medical,Current,2024-12-11,2281.25,43,37,47920,2,OWN,OH,712,0,0,2021,2,2021-Q2,2_35K-55K,3_35-44
L02098,B02173,2022-09-26,18000,36,13.36,C,Home Improvement,Current,2024-12-24,4500.0,27,38,60051,10,MORTGAGE,NY,698,0,0,2022,3,2022-Q3,3_55K-80K,3_35-44
L02099,B03421,2023-03-27,22100,36,17.04,D,Debt Consolidation,Late (30-59 days),2024-07-07,14562.83,16,34,100793,5,RENT,IL,666,0,1,2023,1,2023-Q1,4_80K-120K,2_26-34
L02100,B03044,2023-09-08,36200,60,16.23,D,Debt Consolidation,Current,2024-11-27,27150.0,15,44,102952,4,RENT,IN,663,0,0,2023,3,2023-Q3,4_80K-120K,3_35-44
L02101,B01250,2023-12-13,14700,60,14.14,C,Personal,Current,2024-12-23,11760.0,12,23,28652,4,OWN,IL,690,0,0,2023,4,2023-Q4,1_Under 35K,1_21-25
L02102,B02698,2023-04-22,21000,60,22.11,E,Personal,Current,2024-12-11,14000.0,20,26,46286,10,RENT,IL,639,0,0,2023,2,2023-Q2,2_35K-55K,2_26-34
L02103,B02754,2023-04-19,27000,48,9.78,B,Home Improvement,Current,2024-12-18,15750.0,20,40,83428,2,MORTGAGE,NY,699,0,0,2023,2,2023-Q2,4_80K-120K,3_35-44
L02104,B04435,2024-03-23,20100,36,21.84,E,Debt Consolidation,Late (30-59 days),2024-11-20,14836.65,6,35,69201,8,MORTGAGE,AL,630,0,1,2024,1,2024-Q1,3_55K-80K,3_35-44
L02105,B03885,2021-06-01,24700,36,20.46,E,Medical,Fully Paid,2024-10-18,0.0,36,41,52464,10,MORTGAGE,CT,660,0,0,2021,2,2021-Q2,2_35K-55K,3_35-44
L02106,B00095,2021-09-14,9500,24,11.38,B,Auto,Fully Paid,2024-09-07,0.0,24,37,48802,10,RENT,CA,734,0,0,2021,3,2021-Q3,2_35K-55K,3_35-44
L02107,B04292,2022-10-12,17400,48,18.55,D,Debt Consolidation,Current,2024-12-27,7975.0,26,36,38826,1,RENT,TN,692,0,0,2022,4,2022-Q4,2_35K-55K,3_35-44
L02108,B04288,2024-08-08,12200,36,21.9,E,Home Improvement,Current,2024-12-24,10844.44,4,44,41585,8,MORTGAGE,MA,631,0,0,2024,3,2024-Q3,2_35K-55K,3_35-44
L02109,B01676,2021-06-01,8200,36,13.95,C,Personal,Fully Paid,2024-09-22,0.0,36,38,42411,9,RENT,IN,722,0,0,2021,2,2021-Q2,2_35K-55K,3_35-44
L02110,B00013,2023-07-11,5800,60,26.23,F,Home Improvement,Current,2024-12-22,4156.67,17,44,35453,5,RENT,WA,637,0,0,2023,3,2023-Q3,2_35K-55K,3_35-44
L02111,B02302,2023-08-13,15500,24,26.35,F,Home Improvement,Current,2024-12-05,5166.67,16,30,29768,3,MORTGAGE,TX,629,0,0,2023,3,2023-Q3,1_Under 35K,2_26-34
L02112,B04084,2023-11-26,22700,60,27.58,F,Personal,Default,2024-10-19,13928.28,4,21,69310,2,MORTGAGE,OH,619,1,0,2023,4,2023-Q4,3_55K-80K,1_21-25
L02113,B00373,2022-12-07,6300,24,21.37,E,Debt Consolidation,Charged Off,2024-08-29,2321.38,8,59,24723,0,RENT,MI,669,1,0,2022,4,2022-Q4,1_Under 35K,5_55-64
L02114,B04490,2021-09-20,13200,60,16.95,D,Home Improvement,Current,2024-11-26,4620.0,39,42,38379,2,RENT,FL,663,0,0,2021,3,2021-Q3,2_35K-55K,3_35-44
L02115,B00418,2024-02-04,11500,36,26.64,F,Debt Consolidation,Late (60-89 days),2024-10-20,8368.55,7,43,39870,2,MORTGAGE,IL,603,0,1,2024,1,2024-Q1,2_35K-55K,3_35-44
L02116,B00817,2024-08-03,6200,36,17.15,D,Debt Consolidation,Default,2024-08-11,3590.15,0,45,21364,10,MORTGAGE,AL,678,1,0,2024,3,2024-Q3,1_Under 35K,4_45-54
L02117,B01804,2024-04-18,27100,48,11.76,B,Home Improvement,Current,2024-12-16,22583.33,8,23,91146,2,MORTGAGE,TX,729,0,0,2024,2,2024-Q2,4_80K-120K,1_21-25
L02118,B03613,2022-01-08,6500,60,22.35,E,Debt Consolidation,Default,2024-07-06,2083.6,11,39,18652,5,RENT,VA,617,1,0,2022,1,2022-Q1,1_Under 35K,3_35-44
L02119,B03405,2021-09-22,38800,36,18.16,D,Debt Consolidation,Fully Paid,2024-11-21,0.0,36,47,90395,10,MORTGAGE,PA,663,0,0,2021,3,2021-Q3,4_80K-120K,4_45-54
L02120,B02940,2023-06-06,13100,48,18.57,D,Home Improvement,Current,2024-12-23,8187.5,18,37,69354,10,MORTGAGE,PA,661,0,0,2023,2,2023-Q2,3_55K-80K,3_35-44
L02121,B01333,2023-10-27,13100,60,17.64,D,Vacation,Default,2024-11-06,7426.81,5,39,26722,6,MORTGAGE,NY,671,1,0,2023,4,2023-Q4,1_Under 35K,3_35-44
L02122,B03247,2021-04-24,25000,36,12.82,C,Personal,Fully Paid,2024-08-27,0.0,36,47,106987,8,MORTGAGE,IL,674,0,0,2021,2,2021-Q2,4_80K-120K,4_45-54
L02123,B00756,2021-09-12,9900,60,13.02,C,Debt Consolidation,Current,2024-12-21,3465.0,39,73,26275,5,RENT,NC,681,0,0,2021,3,2021-Q3,1_Under 35K,6_65+
L02124,B03526,2023-11-28,15600,36,17.25,D,Home Improvement,Current,2024-12-30,9966.67,13,27,45463,10,MORTGAGE,NY,712,0,0,2023,4,2023-Q4,2_35K-55K,2_26-34
L02125,B01797,2021-11-10,7800,36,25.07,F,Home Improvement,Fully Paid,2024-07-30,0.0,36,38,29406,1,RENT,AZ,595,0,0,2021,4,2021-Q4,1_Under 35K,3_35-44
L02126,B03970,2022-09-15,16800,36,16.88,D,Debt Consolidation,Default,2024-11-11,10453.21,11,57,35908,0,MORTGAGE,TX,698,1,0,2022,3,2022-Q3,2_35K-55K,5_55-64
L02127,B03060,2021-12-04,11600,36,11.15,B,Debt Consolidation,Fully Paid,2024-11-30,0.0,36,37,43587,4,MORTGAGE,CA,728,0,0,2021,4,2021-Q4,2_35K-55K,3_35-44
L02128,B02178,2021-11-28,14900,24,17.2,D,Debt Consolidation,Fully Paid,2024-11-30,0.0,24,44,29926,5,OWN,CA,702,0,0,2021,4,2021-Q4,1_Under 35K,3_35-44
L02129,B03557,2022-10-23,21500,36,21.26,E,Home Improvement,Current,2024-12-20,5972.22,26,49,51199,8,OWN,OH,631,0,0,2022,4,2022-Q4,2_35K-55K,4_45-54
L02130,B02051,2022-04-07,13100,36,14.22,C,Personal,Current,2024-12-26,1455.56,32,51,48585,4,MORTGAGE,IL,704,0,0,2022,2,2022-Q2,2_35K-55K,4_45-54
L02131,B01990,2022-12-10,22400,48,12.88,C,Personal,Current,2024-12-13,11200.0,24,47,101371,3,RENT,CA,740,0,0,2022,4,2022-Q4,4_80K-120K,4_45-54
L02132,B00555,2023-11-29,11500,48,22.4,E,Vacation,Late (30-59 days),2024-08-17,6474.56,12,46,25106,10,OWN,CA,626,0,1,2023,4,2023-Q4,1_Under 35K,4_45-54
L02133,B00266,2022-08-05,12900,48,21.92,E,Debt Consolidation,Default,2024-08-02,7493.53,4,27,56232,10,OWN,CA,621,1,0,2022,3,2022-Q3,3_55K-80K,2_26-34
L02134,B00923,2021-06-11,27400,36,13.99,C,Vacation,Fully Paid,2024-10-30,0.0,36,43,81575,0,MORTGAGE,OH,705,0,0,2021,2,2021-Q2,4_80K-120K,3_35-44
L02135,B02072,2022-05-29,10000,60,21.25,E,Home Improvement,Default,2024-10-10,4544.12,6,56,23706,9,RENT,CA,605,1,0,2022,2,2022-Q2,1_Under 35K,5_55-64
L02136,B00534,2022-02-07,26200,36,14.16,C,Debt Consolidation,Current,2024-12-22,1455.56,34,27,65916,3,MORTGAGE,VA,645,0,0,2022,1,2022-Q1,3_55K-80K,2_26-34
L02137,B03984,2024-07-24,7700,36,17.27,D,Business,Late (60-89 days),2024-09-23,3133.45,3,28,23655,2,RENT,NY,716,0,1,2024,3,2024-Q3,1_Under 35K,2_26-34
L02138,B01694,2024-02-03,22600,48,11.29,B,Home Improvement,Current,2024-11-28,17891.67,10,25,83004,4,MORTGAGE,WA,701,0,0,2024,1,2024-Q1,4_80K-120K,1_21-25
L02139,B02052,2022-07-17,39400,48,18.71,D,Debt Consolidation,Current,2024-12-03,15595.83,29,31,92619,6,OWN,GA,663,0,0,2022,3,2022-Q3,4_80K-120K,2_26-34
L02140,B03691,2021-09-14,10400,24,9.86,B,Debt Consolidation,Fully Paid,2024-08-18,0.0,24,48,68338,9,OWN,VA,741,0,0,2021,3,2021-Q3,3_55K-80K,4_45-54
L02141,B02832,2024-07-04,27500,36,28.08,F,Debt Consolidation,Late (90+ days),2024-10-01,14493.78,4,30,73018,0,RENT,CA,633,0,1,2024,3,2024-Q3,3_55K-80K,2_26-34
L02142,B04328,2022-09-13,12600,60,27.06,F,Vacation,Current,2024-12-20,6930.0,27,52,58965,1,MORTGAGE,OH,621,0,0,2022,3,2022-Q3,3_55K-80K,4_45-54
L02143,B02921,2024-06-12,9900,36,22.24,E,Debt Consolidation,Current,2024-12-29,8250.0,6,33,38732,1,RENT,TN,650,0,0,2024,2,2024-Q2,2_35K-55K,2_26-34
L02144,B04168,2023-12-29,13000,36,18.16,D,Vacation,Current,2024-12-20,8666.67,12,39,33600,2,RENT,NY,672,0,0,2023,4,2023-Q4,1_Under 35K,3_35-44
L02145,B00886,2021-07-11,13400,60,14.89,C,Debt Consolidation,Current,2024-11-30,4243.33,41,64,49650,10,MORTGAGE,OH,668,0,0,2021,3,2021-Q3,2_35K-55K,5_55-64
L02146,B01459,2023-10-27,18000,24,24.93,F,Debt Consolidation,Current,2024-12-26,7500.0,14,57,38364,4,MORTGAGE,FL,639,0,0,2023,4,2023-Q4,2_35K-55K,5_55-64
L02147,B03796,2024-08-05,36500,48,13.36,C,Debt Consolidation,Current,2024-12-12,33458.33,4,38,86259,1,RENT,CA,681,0,0,2024,3,2024-Q3,4_80K-120K,3_35-44
L02148,B03156,2021-12-12,11200,36,22.76,E,Home Improvement,Fully Paid,2024-09-03,0.0,36,22,40806,1,MORTGAGE,GA,597,0,0,2021,4,2021-Q4,2_35K-55K,1_21-25
L02149,B03411,2024-04-27,19200,24,16.49,D,Debt Consolidation,Late (90+ days),2024-08-16,7712.54,6,33,58940,3,RENT,VA,709,0,1,2024,2,2024-Q2,3_55K-80K,2_26-34
L02150,B04025,2024-04-04,4300,36,17.23,D,Personal,Current,2024-12-31,3344.44,8,33,18776,3,MORTGAGE,IL,674,0,0,2024,2,2024-Q2,1_Under 35K,2_26-34
L02151,B00563,2021-11-12,16200,48,21.39,E,Debt Consolidation,Current,2024-11-26,3712.5,37,52,40766,5,RENT,GA,656,0,0,2021,4,2021-Q4,2_35K-55K,4_45-54
L02152,B04027,2021-12-17,21100,24,25.94,F,Medical,Charged Off,2024-10-02,3739.33,16,32,41021,2,RENT,TX,620,1,0,2021,4,2021-Q4,2_35K-55K,2_26-34
L02153,B02972,2024-09-11,9300,48,20.92,E,Medical,Late (90+ days),2024-10-13,5691.87,2,41,41428,8,MORTGAGE,CA,642,0,1,2024,3,2024-Q3,2_35K-55K,3_35-44
L02154,B00345,2024-07-02,34400,60,14.32,C,Debt Consolidation,Current,2024-12-24,31533.33,5,36,93106,3,RENT,WI,694,0,0,2024,3,2024-Q3,4_80K-120K,3_35-44
L02155,B02717,2024-05-24,13500,48,21.74,E,Auto,Current,2024-11-28,11531.25,7,49,35409,2,RENT,IL,669,0,0,2024,2,2024-Q2,2_35K-55K,4_45-54
L02156,B02679,2022-11-23,8500,36,20.62,E,Medical,Current,2024-12-25,2597.22,25,43,39024,2,OWN,CA,666,0,0,2022,4,2022-Q4,2_35K-55K,3_35-44
L02157,B01673,2024-02-29,9700,36,26.24,F,Personal,Current,2024-12-08,7005.56,10,37,39742,10,RENT,TX,619,0,0,2024,1,2024-Q1,2_35K-55K,3_35-44
L02158,B03128,2021-03-26,10200,36,16.41,D,Home Improvement,Fully Paid,2024-07-16,0.0,36,57,64253,2,OWN,VA,670,0,0,2021,1,2021-Q1,3_55K-80K,5_55-64
L02159,B03954,2021-02-28,14200,36,9.77,B,Home Improvement,Fully Paid,2024-07-25,0.0,36,48,34764,7,RENT,CA,722,0,0,2021,1,2021-Q1,1_Under 35K,4_45-54
L02160,B01120,2021-06-16,14000,60,14.18,C,Auto,Current,2024-12-17,4200.0,42,54,45042,5,OWN,CA,642,0,0,2021,2,2021-Q2,2_35K-55K,4_45-54
L02161,B01913,2021-04-04,4900,60,17.18,D,Debt Consolidation,Current,2024-12-02,1306.67,44,49,18177,10,RENT,GA,646,0,0,2021,2,2021-Q2,1_Under 35K,4_45-54
L02162,B03003,2024-08-06,40000,36,17.05,D,Debt Consolidation,Current,2024-12-18,35555.56,4,37,74189,8,RENT,IL,669,0,0,2024,3,2024-Q3,3_55K-80K,3_35-44
L02163,B02263,2024-03-27,9200,36,25.05,F,Debt Consolidation,Current,2024-12-14,6900.0,9,56,57726,2,RENT,OK,592,0,0,2024,1,2024-Q1,3_55K-80K,5_55-64
L02164,B00743,2022-06-27,35900,60,18.1,D,Home Improvement,Current,2024-12-28,17950.0,30,34,74085,1,MORTGAGE,IL,638,0,0,2022,2,2022-Q2,3_55K-80K,2_26-34
L02165,B04154,2024-08-26,5600,48,15.93,D,Debt Consolidation,Current,2024-12-19,5133.33,4,33,45444,9,MORTGAGE,NY,676,0,0,2024,3,2024-Q3,2_35K-55K,2_26-34
L02166,B02453,2022-03-08,6400,36,21.66,E,Debt Consolidation,Default,2024-11-03,1545.72,5,41,21900,6,RENT,CA,676,1,0,2022,1,2022-Q1,1_Under 35K,3_35-44
L02167,B02769,2024-03-17,9300,36,13.8,C,Home Improvement,Current,2024-12-22,6975.0,9,35,54211,5,MORTGAGE,CA,683,0,0,2024,1,2024-Q1,2_35K-55K,3_35-44
L02168,B00783,2023-05-04,22700,36,21.26,E,Debt Consolidation,Current,2024-12-01,10719.44,19,46,86231,5,RENT,NC,672,0,0,2023,2,2023-Q2,4_80K-120K,4_45-54
L02169,B00097,2024-06-19,12300,60,21.82,E,Debt Consolidation,Default,2024-07-27,3331.53,1,45,42080,4,RENT,MO,647,1,0,2024,2,2024-Q2,2_35K-55K,4_45-54
L02170,B00587,2024-08-01,13300,36,27.39,F,Home Improvement,Current,2024-12-20,11822.22,4,36,48564,6,MORTGAGE,OK,620,0,0,2024,3,2024-Q3,2_35K-55K,3_35-44
L02171,B02239,2021-03-04,37600,60,10.72,B,Medical,Current,2024-12-21,9400.0,45,37,246341,7,MORTGAGE,NY,808,0,0,2021,1,2021-Q1,5_Over 120K,3_35-44
L02172,B00917,2023-10-17,17500,24,26.03,F,Debt Consolidation,Current,2024-12-29,7291.67,14,49,39721,4,RENT,MI,607,0,0,2023,4,2023-Q4,2_35K-55K,4_45-54
L02173,B03350,2024-07-08,13800,60,12.67,C,Debt Consolidation,Current,2024-12-28,12650.0,5,40,40959,5,MORTGAGE,TX,671,0,0,2024,3,2024-Q3,2_35K-55K,3_35-44
L02174,B02587,2024-01-23,20300,36,16.05,D,Debt Consolidation,Default,2024-08-30,11369.69,3,26,52888,3,MORTGAGE,VA,683,1,0,2024,1,2024-Q1,2_35K-55K,2_26-34
L02175,B04181,2022-08-17,13500,36,22.38,E,Medical,Current,2024-12-13,3000.0,28,45,26416,5,RENT,NY,676,0,0,2022,3,2022-Q3,1_Under 35K,4_45-54
L02176,B02489,2024-08-07,13300,24,17.45,D,Home Improvement,Current,2024-12-18,11083.33,4,42,48419,3,MORTGAGE,MD,677,0,0,2024,3,2024-Q3,2_35K-55K,3_35-44
L02177,B03794,2022-09-11,40000,48,11.12,B,Debt Consolidation,Current,2024-12-04,17500.0,27,39,163526,6,MORTGAGE,MO,781,0,0,2022,3,2022-Q3,5_Over 120K,3_35-44
L02178,B02838,2023-09-17,11500,36,16.2,D,Personal,Late (90+ days),2024-09-28,8655.05,9,61,18848,9,MORTGAGE,IL,645,0,1,2023,3,2023-Q3,1_Under 35K,5_55-64
L02179,B02387,2022-05-17,11700,48,13.45,C,Debt Consolidation,Current,2024-12-10,4143.75,31,39,21764,4,RENT,NC,640,0,0,2022,2,2022-Q2,1_Under 35K,3_35-44
L02180,B01842,2023-04-12,23900,36,12.03,C,Debt Consolidation,Current,2024-12-02,10622.22,20,21,46050,7,MORTGAGE,NC,733,0,0,2023,2,2023-Q2,2_35K-55K,1_21-25
L02181,B01203,2022-09-02,21500,24,17.06,D,Debt Consolidation,Fully Paid,2024-11-20,0.0,24,43,50620,6,RENT,WA,654,0,0,2022,3,2022-Q3,2_35K-55K,3_35-44
L02182,B00730,2023-07-18,39000,36,8.08,A,Debt Consolidation,Current,2024-12-25,20583.33,17,32,83022,10,MORTGAGE,NJ,721,0,0,2023,3,2023-Q3,4_80K-120K,2_26-34
L02183,B00317,2021-05-30,29900,48,16.85,D,Personal,Current,2024-12-28,3114.58,43,50,101339,7,MORTGAGE,TX,655,0,0,2021,2,2021-Q2,4_80K-120K,4_45-54
L02184,B00076,2021-05-03,14800,36,8.44,A,Home Improvement,Fully Paid,2024-07-17,0.0,36,51,43397,2,OWN,CA,721,0,0,2021,2,2021-Q2,2_35K-55K,4_45-54
L02185,B03047,2021-11-20,16200,36,20.39,E,Personal,Fully Paid,2024-10-17,0.0,36,55,49341,2,MORTGAGE,CO,662,0,0,2021,4,2021-Q4,2_35K-55K,5_55-64
L02186,B00204,2023-06-20,18800,48,17.17,D,Home Improvement,Current,2024-12-21,11750.0,18,54,67365,7,RENT,NJ,705,0,0,2023,2,2023-Q2,3_55K-80K,4_45-54
L02187,B04289,2023-05-02,26000,36,13.03,C,Home Improvement,Current,2024-12-30,12277.78,19,60,71225,8,MORTGAGE,CA,730,0,0,2023,2,2023-Q2,3_55K-80K,5_55-64
L02188,B03776,2023-09-19,17700,36,26.36,F,Home Improvement,Default,2024-07-30,9663.93,8,47,60350,1,RENT,TX,593,1,0,2023,3,2023-Q3,3_55K-80K,4_45-54
L02189,B02945,2023-08-10,6500,36,21.42,E,Home Improvement,Default,2024-07-23,3487.1,6,45,18410,3,RENT,TX,627,1,0,2023,3,2023-Q3,1_Under 35K,4_45-54
L02190,B04356,2022-02-22,6900,36,17.04,D,Debt Consolidation,Current,2024-12-24,383.33,34,50,34038,9,MORTGAGE,TX,672,0,0,2022,1,2022-Q1,1_Under 35K,4_45-54
L02191,B03052,2022-11-28,29300,48,7.6,A,Personal,Current,2024-12-27,14039.58,25,33,140715,5,MORTGAGE,IN,732,0,0,2022,4,2022-Q4,5_Over 120K,2_26-34
L02192,B02664,2024-05-27,11400,36,16.51,D,Business,Late (90+ days),2024-10-02,8173.54,3,30,23465,10,RENT,MO,692,0,1,2024,2,2024-Q2,1_Under 35K,2_26-34
L02193,B00432,2021-10-22,6600,36,20.1,E,Home Improvement,Fully Paid,2024-08-10,0.0,36,21,18000,10,OWN,TX,605,0,0,2021,4,2021-Q4,1_Under 35K,1_21-25
L02194,B02764,2022-10-03,40000,48,13.65,C,Home Improvement,Current,2024-12-11,18333.33,26,34,103529,0,MORTGAGE,MD,695,0,0,2022,4,2022-Q4,4_80K-120K,2_26-34
