customer_id,age,annual_income,employment_length_yrs,home_ownership,state,credit_score
B01266,25,41135,6,MORTGAGE,CA,583
B01267,40,69184,7,MORTGAGE,MA,766
B01268,31,46913,7,MORTGAGE,GA,637
B01269,33,54873,5,OWN,NY,690
B01270,56,20073,4,MORTGAGE,OR,639
B01271,55,138502,9,MORTGAGE,TX,675
B01272,49,44786,8,MORTGAGE,GA,618
B01273,28,71946,3,RENT,NY,733
B01274,38,30950,1,RENT,GA,685
B01275,56,58070,1,RENT,GA,740
B01276,43,23943,1,RENT,CA,645
B01277,69,62858,6,RENT,VA,676
B01278,46,40304,0,OWN,NJ,641
B01279,44,49814,4,MORTGAGE,MA,646
B01280,38,71961,8,MORTGAGE,CA,628
B01281,43,24887,3,OWN,FL,647
B01282,40,33641,8,RENT,NJ,617
B01283,50,63040,8,MORTGAGE,TX,683
B01284,53,155441,3,MORTGAGE,VA,724
B01285,32,45435,8,MORTGAGE,CA,667
B01286,26,67854,8,MORTGAGE,NY,735
B01287,21,46219,4,RENT,MD,654
B01288,48,142662,2,MORTGAGE,MA,740
B01289,28,18751,5,RENT,NJ,722
B01290,21,51639,10,OWN,CO,711
B01291,46,20049,7,RENT,WA,687
B01292,71,18000,2,RENT,GA,627
B01293,41,57734,7,RENT,OK,671
B01294,52,52929,4,MORTGAGE,WA,607
B01295,42,41912,6,RENT,MI,673
B01296,40,46239,8,MORTGAGE,IL,666
B01297,53,269430,5,MORTGAGE,MN,782
B01298,38,42531,9,RENT,FL,695
B01299,45,64897,8,RENT,CA,618
B01300,45,34298,6,MORTGAGE,TX,714
B01301,33,57663,2,RENT,CA,698
B01302,53,43000,9,MORTGAGE,NY,651
B01303,39,39113,10,OWN,MO,646
B01304,32,133304,1,MORTGAGE,NJ,724
B01305,48,93662,5,OWN,TX,743
B01306,31,52849,3,OWN,IN,663
B01307,42,18000,8,RENT,OH,645
B01308,41,40192,8,RENT,OH,653
B01309,55,216785,2,RENT,NY,823
B01310,47,43180,9,RENT,WI,639
B01311,41,89928,2,OWN,NY,679
B01312,51,108344,8,MORTGAGE,CA,749
B01313,58,55294,5,MORTGAGE,FL,666
B01314,48,30853,3,MORTGAGE,WA,692
B01315,42,18000,2,RENT,VA,603
B01316,26,71416,2,RENT,TX,661
B01317,29,31315,7,MORTGAGE,CA,706
B01318,38,54007,6,MORTGAGE,VA,633
B01319,34,24651,1,RENT,VA,637
B01320,39,42366,1,OWN,NY,664
B01321,42,49938,1,MORTGAGE,MD,618
B01322,48,56824,8,MORTGAGE,OK,645
B01323,41,26551,8,RENT,TX,649
B01324,47,94684,0,MORTGAGE,NC,685
B01325,42,35302,6,MORTGAGE,CA,701
B01326,21,19517,1,MORTGAGE,WA,702
B01327,30,46167,10,MORTGAGE,IL,621
B01328,40,49956,10,RENT,TX,662
B01329,27,53547,7,MORTGAGE,TN,687
B01330,49,103691,10,MORTGAGE,MO,748
B01331,60,43042,9,MORTGAGE,CA,682
B01332,56,45899,9,MORTGAGE,CA,667
B01333,39,26722,6,MORTGAGE,NY,671
B01334,59,76980,3,RENT,MI,700
B01335,43,54250,2,RENT,IN,623
B01336,37,38909,3,MORTGAGE,GA,659
B01337,34,18000,7,RENT,NC,698
B01338,38,108491,2,RENT,IN,682
B01339,37,24953,3,RENT,GA,649
B01340,44,35411,5,MORTGAGE,MI,640
B01341,43,59700,3,RENT,GA,571
B01342,42,25384,6,OWN,CO,645
B01343,47,21559,10,RENT,FL,654
B01344,56,18000,8,RENT,FL,619
B01345,53,72878,7,OWN,TX,624
B01346,24,36320,6,RENT,MO,615
B01347,21,245241,5,MORTGAGE,IL,798
B01348,53,28370,2,MORTGAGE,NY,724
B01349,25,29531,9,MORTGAGE,CT,701
B01350,39,35919,3,RENT,SC,596
B01351,27,56034,1,MORTGAGE,OK,695
B01352,21,37850,8,RENT,TX,624
B01353,48,68650,2,RENT,MN,645
B01354,51,28617,4,RENT,NY,627
B01355,35,22928,0,MORTGAGE,CA,671
B01356,21,18232,1,RENT,IL,678
B01357,35,18000,2,RENT,OH,636
B01358,46,36866,0,MORTGAGE,CA,647
B01359,24,41542,7,OWN,GA,671
B01360,44,34638,9,MORTGAGE,MO,672
B01361,41,97136,4,MORTGAGE,NY,731
B01362,48,96318,9,MORTGAGE,NY,632
B01363,43,40776,2,RENT,NY,653
B01364,30,18275,3,MORTGAGE,SC,597
B01365,56,35893,2,RENT,CA,648
B01366,40,35245,7,RENT,PA,640
B01367,41,34151,4,MORTGAGE,FL,647
B01368,30,33398,6,RENT,MN,616
B01369,36,34221,8,RENT,CA,589
B01370,31,39632,6,OWN,IL,568
B01371,39,34560,7,MORTGAGE,IL,644
B01372,62,54971,10,RENT,CO,643
B01373,25,59766,3,RENT,TX,636
B01374,22,29707,4,RENT,NJ,699
B01375,59,98625,8,OWN,TX,651
B01376,39,28594,6,MORTGAGE,KY,702
B01377,33,20134,2,MORTGAGE,NC,706
B01378,54,60441,4,MORTGAGE,MI,585
B01379,34,31270,5,RENT,IL,651
B01380,63,58495,4,RENT,NY,646
B01381,50,18000,2,RENT,TX,540
B01382,36,105435,10,OWN,MI,631
B01383,67,70952,8,RENT,KY,700
B01384,34,21477,5,RENT,NY,722
B01385,50,21734,7,RENT,CO,678
B01386,45,122976,9,MORTGAGE,TX,712
B01387,57,32677,1,MORTGAGE,AL,647
B01388,60,30983,3,RENT,NY,714
B01389,42,18000,6,RENT,NY,726
B01390,32,40419,8,MORTGAGE,PA,629
B01391,47,43250,0,MORTGAGE,AZ,574
B01392,33,72658,10,RENT,AZ,586
B01393,66,22708,5,MORTGAGE,OH,695
B01394,43,21244,4,MORTGAGE,GA,640
B01395,37,62820,3,MORTGAGE,CA,672
B01396,44,85280,2,OWN,NY,606
B01397,25,20658,8,RENT,NY,611
B01398,30,88861,10,MORTGAGE,NC,668
B01399,56,50043,4,OWN,NC,666
B01400,34,89365,10,MORTGAGE,WA,664
B01401,29,47163,9,MORTGAGE,WA,615
B01402,48,18000,5,RENT,FL,608
B01403,56,45090,7,MORTGAGE,MA,703
B01404,50,87823,5,MORTGAGE,CA,689
B01405,53,29984,6,RENT,WA,671
B01406,32,39601,0,RENT,CA,616
B01407,24,44494,7,MORTGAGE,AZ,540
B01408,60,18000,0,RENT,GA,619
B01409,38,122914,9,OWN,PA,664
B01410,38,29859,9,RENT,WA,660
B01411,57,64741,3,OWN,CA,797
B01412,48,46738,3,MORTGAGE,FL,684
B01413,47,97898,5,OWN,MI,794
B01414,67,61287,6,MORTGAGE,MD,687
B01415,34,43079,3,RENT,NY,629
B01416,53,29988,6,RENT,FL,660
B01417,42,76025,3,MORTGAGE,GA,743
B01418,45,18000,0,RENT,MI,713
B01419,60,69929,0,MORTGAGE,IL,646
B01420,48,26783,1,RENT,CO,655
B01421,48,97612,8,MORTGAGE,GA,627
B01422,54,53568,10,RENT,CA,693
B01423,37,69861,4,RENT,FL,731
B01424,31,51281,5,MORTGAGE,PA,660
B01425,29,18698,2,RENT,WA,613
B01426,21,30534,6,MORTGAGE,TX,661
B01427,66,70955,2,MORTGAGE,OK,686
B01428,28,53726,6,MORTGAGE,NY,663
B01429,39,93858,10,MORTGAGE,GA,689
B01430,38,61193,2,MORTGAGE,CA,657
B01431,45,28805,8,OWN,CO,686
B01432,51,31639,0,MORTGAGE,IN,677
B01433,52,51875,4,MORTGAGE,TX,619
B01434,35,18000,1,RENT,AL,599
B01435,39,123055,4,MORTGAGE,NY,689
B01436,45,62502,2,RENT,WA,694
B01437,39,96265,4,OWN,MO,690
B01438,61,20551,4,RENT,AZ,615
B01439,47,97198,3,MORTGAGE,SC,695
B01440,50,167263,7,MORTGAGE,WI,710
B01441,49,23706,10,MORTGAGE,UT,678
B01442,56,74927,4,RENT,TX,685
B01443,44,49050,2,OWN,NY,644
B01444,26,20963,3,MORTGAGE,NJ,651
B01445,46,64285,9,RENT,AZ,718
B01446,34,77534,6,RENT,GA,650
B01447,35,35220,5,RENT,CA,665
B01448,49,93083,2,MORTGAGE,MD,679
B01449,56,19599,5,RENT,OR,658
B01450,42,21544,3,RENT,IL,615
B01451,45,52845,10,MORTGAGE,FL,664
B01452,62,49710,9,RENT,CA,702
B01453,44,33053,1,MORTGAGE,FL,611
B01454,73,76517,5,RENT,WA,619
B01455,48,65643,2,RENT,SC,615
B01456,21,78588,4,MORTGAGE,CA,627
B01457,51,45810,9,MORTGAGE,GA,679
B01458,46,68283,5,MORTGAGE,WA,612
B01459,57,38364,4,MORTGAGE,FL,639
B01460,50,151690,2,MORTGAGE,NC,740
B01461,40,31354,9,RENT,WA,664
B01462,27,156047,7,OWN,MD,702
B01463,39,49970,5,MORTGAGE,PA,665
B01464,31,23005,2,MORTGAGE,TN,647
B01465,35,104030,4,MORTGAGE,FL,679
B01466,49,52535,10,RENT,TX,651
B01467,62,78285,5,MORTGAGE,TX,763
B01468,46,96097,4,MORTGAGE,NY,716
B01469,27,59034,5,MORTGAGE,CA,762
B01470,47,35392,8,OWN,FL,630
B01471,56,83838,4,MORTGAGE,NJ,673
B01472,34,49041,2,RENT,NJ,604
B01473,40,71483,6,RENT,CA,637
B01474,42,18000,7,RENT,FL,716
B01475,32,62682,8,RENT,NC,644
B01476,49,34502,9,RENT,NY,726
B01477,40,121700,4,RENT,IL,648
B01478,47,69057,1,RENT,WA,626
B01479,31,55933,10,MORTGAGE,CA,647
B01480,36,64053,5,MORTGAGE,FL,663
B01481,50,28306,7,MORTGAGE,TX,682
B01482,37,119705,7,OWN,TX,715
B01483,62,146569,6,OWN,KY,695
B01484,37,60846,2,RENT,NY,658
B01485,44,117562,8,MORTGAGE,GA,683
B01486,53,35845,9,RENT,AZ,613
B01487,24,31621,6,RENT,CA,612
B01488,21,50136,5,MORTGAGE,FL,699
B01489,23,62268,1,RENT,MD,591
B01490,57,39470,1,MORTGAGE,WI,716
B01491,35,65892,4,RENT,NY,653
B01492,72,58018,3,RENT,NY,631
B01493,35,28308,10,RENT,TN,675
B01494,44,65207,8,MORTGAGE,FL,726
B01495,60,78821,7,MORTGAGE,CA,719
B01496,66,53868,5,MORTGAGE,FL,680
B01497,66,92406,2,RENT,IL,725
B01498,56,25095,10,RENT,CA,575
B01499,54,63409,4,MORTGAGE,OH,644
B01500,49,25754,1,OWN,AZ,608
B01501,51,26562,5,MORTGAGE,OH,693
B01502,35,34647,9,RENT,CA,634
B01503,32,29198,9,RENT,PA,680
B01504,41,36264,0,RENT,WA,671
B01505,39,43574,9,MORTGAGE,CA,620
B01506,36,77686,3,MORTGAGE,CA,650
B01507,50,41083,0,OWN,NY,704
B01508,53,20494,9,RENT,TX,610
B01509,43,91769,9,OWN,AL,686
B01510,59,30933,6,RENT,NC,616
B01511,28,47462,6,MORTGAGE,FL,644
B01512,39,62667,9,RENT,WA,663
B01513,33,54709,8,MORTGAGE,NY,629
B01514,21,89482,9,MORTGAGE,TX,641
B01515,41,63796,6,MORTGAGE,FL,677
B01516,40,30524,10,MORTGAGE,NJ,613
B01517,60,162463,10,MORTGAGE,CA,688
B01518,49,54550,1,MORTGAGE,FL,623
B01519,29,45204,9,RENT,TX,652
B01520,64,83296,5,MORTGAGE,TX,714
B01521,56,56229,4,MORTGAGE,VA,721
B01522,48,61057,6,RENT,MO,635
B01523,39,193049,0,MORTGAGE,WA,824
B01524,30,42137,5,MORTGAGE,NJ,613
B01525,37,41160,9,MORTGAGE,SC,696
B01526,55,52266,2,RENT,CA,630
B01527,64,88374,4,MORTGAGE,TX,644
B01528,60,21405,10,RENT,IL,612
B01529,36,18000,4,MORTGAGE,NY,638
B01530,28,35492,4,RENT,IL,673
B01531,43,19957,5,RENT,TX,668
B01532,21,38806,5,RENT,TX,614
B01533,45,64626,7,RENT,OH,626
B01534,40,30034,9,RENT,SC,610
B01535,36,22364,5,RENT,IL,638
B01536,22,50926,9,MORTGAGE,CA,650
B01537,48,78778,6,MORTGAGE,WA,636
B01538,35,19298,4,RENT,FL,651
B01539,27,76966,7,RENT,FL,763
B01540,21,76842,8,MORTGAGE,NY,653
B01541,41,82846,6,MORTGAGE,AZ,659
B01542,63,95814,0,RENT,MO,706
B01543,61,164572,2,OWN,NC,700
B01544,36,40301,3,RENT,NY,679
B01545,34,52065,3,RENT,NY,630
B01546,47,38986,7,RENT,TX,725
B01547,30,49074,0,RENT,AL,671
B01548,45,113900,8,MORTGAGE,NJ,669
B01549,51,23394,3,OWN,CA,619
B01550,56,30528,3,RENT,VA,626
B01551,40,104553,5,MORTGAGE,PA,743
B01552,39,85906,2,MORTGAGE,OK,627
B01553,31,40145,9,MORTGAGE,MO,625
B01554,32,78426,1,OWN,TX,651
B01555,39,59140,5,MORTGAGE,AZ,662
B01556,46,111876,9,MORTGAGE,OH,682
B01557,52,51071,6,RENT,TX,599
B01558,32,86171,3,MORTGAGE,WA,662
B01559,59,209631,4,MORTGAGE,GA,743
B01560,38,68115,7,MORTGAGE,CA,643
B01561,41,50368,10,RENT,NJ,685
B01562,33,72936,9,OWN,NJ,707
B01563,21,40098,4,MORTGAGE,TX,649
B01564,52,182295,10,OWN,NY,741
B01565,50,54124,0,OWN,NC,574
B01566,38,42187,0,RENT,TX,636
B01567,42,30957,9,OWN,WI,687
B01568,48,89632,2,MORTGAGE,CA,663
B01569,23,78980,1,RENT,CA,644
B01570,35,37289,3,OWN,CA,742
B01571,51,67308,4,OWN,GA,740
B01572,26,21381,8,RENT,MI,660
B01573,45,54270,7,RENT,IL,706
B01574,25,62882,3,RENT,FL,576
B01575,47,125370,5,OWN,MO,669
B01576,41,32081,10,MORTGAGE,CA,629
B01577,22,24267,9,RENT,FL,634
B01578,55,29956,3,RENT,CA,627
B01579,33,23503,10,RENT,CA,541
B01580,32,102248,7,RENT,NY,702
B01581,44,114892,1,MORTGAGE,TX,716
B01582,55,58461,0,RENT,FL,726
B01583,29,95962,2,MORTGAGE,MO,652
B01584,42,52768,8,RENT,TX,624
B01585,47,46522,2,MORTGAGE,MA,548
B01586,50,40815,5,RENT,VA,641
B01587,44,41327,1,OWN,NY,689
B01588,37,20925,10,MORTGAGE,GA,617
B01589,32,56689,4,OWN,PA,747
B01590,43,47945,10,MORTGAGE,TX,646
B01591,29,73861,10,MORTGAGE,MN,677
B01592,21,51608,0,OWN,NC,604
B01593,47,44824,5,OWN,CO,666
B01594,52,30358,0,MORTGAGE,MO,567
B01595,21,51005,10,MORTGAGE,CA,686
B01596,29,73572,5,MORTGAGE,TX,700
B01597,49,26138,1,RENT,TX,699
B01598,66,51436,1,OWN,MD,618
B01599,42,55724,4,MORTGAGE,WI,667
B01600,33,33026,10,RENT,GA,671
B01601,39,35478,7,MORTGAGE,CA,667
B01602,58,55649,9,RENT,TX,626
B01603,34,26281,4,MORTGAGE,MO,549
B01604,32,59424,0,OWN,SC,677
B01605,36,29958,10,RENT,TX,640
B01606,30,87954,0,MORTGAGE,CA,656
B01607,43,177336,10,OWN,NY,760
B01608,61,30533,4,RENT,CA,645
B01609,45,65763,0,RENT,MO,614
B01610,38,32869,7,OWN,OH,571
B01611,38,86900,10,MORTGAGE,NJ,633
B01612,23,24443,10,RENT,IL,739
B01613,52,63851,2,OWN,NY,694
B01614,41,30328,2,RENT,TX,654
B01615,39,43746,6,MORTGAGE,MA,647
B01616,75,27804,7,RENT,WA,635
B01617,45,77056,8,RENT,NY,720
B01618,32,30935,2,RENT,NY,627
B01619,36,66408,10,MORTGAGE,CA,690
B01620,55,40568,7,MORTGAGE,CA,638
B01621,43,46029,9,OWN,MI,733
B01622,24,53170,6,RENT,OH,689
B01623,53,32241,4,RENT,PA,697
B01624,33,55033,10,MORTGAGE,MO,637
B01625,64,113741,6,RENT,OH,736
B01626,54,31953,9,RENT,IL,635
B01627,36,93385,10,RENT,TX,686
B01628,57,111742,7,MORTGAGE,MO,758
B01629,42,31291,6,RENT,NC,605
B01630,52,22020,0,RENT,CA,650
B01631,47,57877,0,RENT,NJ,680
B01632,31,36276,2,RENT,IL,671
B01633,34,136999,2,MORTGAGE,MO,689
B01634,54,49968,3,RENT,SC,741
B01635,37,31533,3,MORTGAGE,MI,595
B01636,37,26083,4,RENT,AZ,703
B01637,30,89272,4,RENT,CA,728
B01638,47,35805,1,RENT,NC,726
B01639,66,50216,0,MORTGAGE,TN,594
B01640,29,82924,7,MORTGAGE,OH,641
B01641,42,37558,6,MORTGAGE,NC,710
B01642,58,47798,5,RENT,MN,581
B01643,41,48576,7,MORTGAGE,TX,593
B01644,47,71383,9,MORTGAGE,CA,650
B01645,29,67840,4,MORTGAGE,WA,675
B01646,47,43431,7,OWN,MO,718
B01647,39,50767,10,MORTGAGE,WI,651
B01648,53,39955,9,RENT,NJ,628
B01649,56,21748,4,RENT,MD,654
B01650,73,56482,7,RENT,WA,680
B01651,48,138788,2,RENT,CA,725
B01652,45,30150,6,RENT,TN,639
B01653,44,32042,10,RENT,TX,569
B01654,37,30366,5,MORTGAGE,FL,610
B01655,46,73022,10,MORTGAGE,IL,727
B01656,38,62734,4,OWN,NY,672
B01657,44,44927,10,MORTGAGE,NY,642
B01658,57,29586,6,RENT,TX,691
B01659,29,51575,0,OWN,FL,613
B01660,55,20732,6,OWN,CA,632
B01661,57,53044,3,RENT,PA,665
B01662,40,79168,0,MORTGAGE,MA,656
B01663,21,24632,9,RENT,WI,647
B01664,34,21101,3,RENT,MO,634
B01665,57,116855,8,RENT,IL,639
B01666,41,35015,3,MORTGAGE,AZ,656
B01667,30,91561,2,MORTGAGE,FL,628
B01668,35,45039,10,MORTGAGE,CA,661
B01669,52,44843,4,MORTGAGE,VA,710
B01670,48,62387,6,RENT,NJ,653
B01671,39,30145,6,OWN,IN,600
B01672,37,52726,6,OWN,MI,654
B01673,37,39742,10,RENT,TX,619
B01674,30,23711,7,MORTGAGE,WI,667
B01675,61,59019,4,RENT,NJ,657
B01676,38,42411,9,RENT,IN,722
B01677,56,44964,2,MORTGAGE,MA,701
B01678,60,25195,6,OWN,FL,638
B01679,53,117626,10,MORTGAGE,CA,724
B01680,36,79395,7,MORTGAGE,TX,658
B01681,46,83306,9,OWN,CA,678
B01682,41,41440,7,MORTGAGE,FL,638
B01683,31,18938,9,MORTGAGE,PA,671
B01684,45,143502,10,MORTGAGE,MN,768
B01685,27,47400,3,MORTGAGE,CO,688
B01686,56,32472,2,MORTGAGE,AZ,685
B01687,36,61650,5,OWN,CA,701
B01688,44,93145,7,MORTGAGE,NY,704
B01689,45,48403,2,MORTGAGE,VA,611
B01690,38,99033,0,MORTGAGE,TX,753
B01691,49,88934,4,RENT,IN,752
B01692,36,27119,10,RENT,SC,635
B01693,52,33840,7,MORTGAGE,NY,634
B01694,25,83004,4,MORTGAGE,WA,701
B01695,43,18000,2,MORTGAGE,TX,662
B01696,65,45152,4,RENT,WA,647
B01697,29,22315,2,RENT,CA,592
B01698,33,37718,1,RENT,TX,663
B01699,48,41591,10,RENT,WA,675
B01700,44,40254,10,MORTGAGE,WA,681
B01701,46,36179,2,RENT,NJ,664
B01702,47,26811,0,RENT,OH,634
B01703,49,172914,3,MORTGAGE,VA,767
B01704,55,136913,5,OWN,MA,709
B01705,46,25870,2,RENT,OR,625
B01706,39,117027,3,MORTGAGE,CO,688
B01707,50,39351,2,RENT,IN,582
B01708,64,52630,8,RENT,WA,652
B01709,40,47344,8,MORTGAGE,NC,684
B01710,30,34102,7,MORTGAGE,CA,662
B01711,55,84214,4,MORTGAGE,TX,738
B01712,40,52535,10,RENT,MO,649
B01713,21,37718,10,RENT,IN,670
B01714,52,23920,2,MORTGAGE,MI,675
B01715,35,29987,2,MORTGAGE,PA,740
B01716,40,19875,5,RENT,CA,646
B01717,45,49351,1,RENT,NY,615
B01718,44,25382,5,RENT,IL,678
B01719,50,42359,6,RENT,OH,728
B01720,36,104146,5,MORTGAGE,AL,675
B01721,48,94808,4,RENT,CA,716
B01722,38,48158,6,MORTGAGE,GA,706
B01723,50,46728,10,RENT,NY,696
B01724,49,137851,2,MORTGAGE,UT,712
B01725,30,65278,7,RENT,WI,638
B01726,55,40933,0,MORTGAGE,PA,649
B01727,35,22374,1,RENT,UT,660
B01728,51,60878,6,MORTGAGE,OH,700
B01729,46,77352,1,MORTGAGE,TX,686
B01730,64,34634,0,RENT,NC,634
B01731,39,57535,2,MORTGAGE,FL,684
B01732,37,40136,6,MORTGAGE,NJ,686
B01733,41,44301,7,MORTGAGE,AL,670
B01734,38,18000,2,MORTGAGE,MA,606
B01735,51,43391,7,MORTGAGE,FL,647
B01736,22,83546,2,RENT,FL,714
B01737,29,34638,6,RENT,CA,594
B01738,29,50457,4,MORTGAGE,FL,574
B01739,53,32345,7,RENT,CA,708
B01740,62,59769,10,RENT,OH,684
B01741,40,43517,10,MORTGAGE,WA,678
B01742,39,29243,0,RENT,TN,603
B01743,42,102017,9,MORTGAGE,CA,716
B01744,55,81708,1,MORTGAGE,NY,686
B01745,30,35147,10,MORTGAGE,FL,586
B01746,44,64458,3,RENT,CA,723
B01747,53,65879,4,OWN,NY,673
B01748,48,69791,1,OWN,FL,653
B01749,44,19305,1,RENT,NJ,625
B01750,54,85274,8,RENT,CO,597
B01751,21,35834,10,RENT,PA,673
B01752,50,40263,6,OWN,AZ,663
B01753,34,209155,8,MORTGAGE,TX,739
B01754,21,57874,8,MORTGAGE,MN,713
B01755,48,39637,3,RENT,TX,596
B01756,58,18000,0,RENT,TX,616
B01757,40,105279,0,MORTGAGE,CA,655
B01758,53,23391,4,MORTGAGE,NY,632
B01759,61,28229,3,RENT,GA,648
B01760,57,40853,1,MORTGAGE,CT,670
B01761,61,106833,2,RENT,IN,676
B01762,50,75002,1,OWN,NY,637
B01763,42,44944,10,MORTGAGE,NC,722
B01764,22,58079,2,MORTGAGE,MI,759
B01765,39,35234,6,RENT,MO,655
B01766,31,52934,6,MORTGAGE,AZ,629
B01767,68,51038,6,MORTGAGE,NC,717
B01768,39,83518,1,MORTGAGE,VA,619
B01769,43,83445,3,MORTGAGE,AZ,663
B01770,48,64323,0,MORTGAGE,TX,638
B01771,42,40163,4,OWN,TX,606
B01772,62,73717,2,RENT,WA,660
B01773,34,46602,6,OWN,WI,621
B01774,44,27036,7,MORTGAGE,IL,645
B01775,33,39269,6,MORTGAGE,CT,653
B01776,26,51353,5,MORTGAGE,TX,634
B01777,34,80871,4,RENT,IL,660
B01778,41,44314,9,MORTGAGE,NY,645
B01779,36,25208,2,RENT,AL,676
B01780,33,50574,8,RENT,FL,652
B01781,25,52177,8,MORTGAGE,PA,692
B01782,41,54296,4,OWN,TX,683
B01783,23,81302,3,MORTGAGE,GA,698
B01784,51,85854,5,RENT,WI,733
B01785,42,35354,1,RENT,NY,605
B01786,24,34930,0,OWN,MO,630
B01787,38,27664,1,RENT,SC,716
B01788,32,71994,2,OWN,CA,660
B01789,45,108754,5,RENT,TN,578
B01790,58,41221,9,MORTGAGE,FL,645
B01791,21,42925,3,MORTGAGE,TX,659
B01792,43,109834,10,MORTGAGE,MI,587
B01793,40,64734,10,MORTGAGE,WA,719
B01794,50,62313,10,MORTGAGE,IL,636
B01795,44,25463,9,MORTGAGE,CA,657
B01796,32,71203,4,MORTGAGE,MN,661
B01797,38,29406,1,RENT,AZ,595
B01798,32,26272,6,RENT,FL,601
B01799,54,40508,6,MORTGAGE,OH,615
B01800,42,35518,9,RENT,CA,693
B01801,64,43395,10,RENT,NY,648
B01802,41,22191,5,MORTGAGE,GA,621
B01803,33,83062,4,RENT,GA,639
B01804,23,91146,2,MORTGAGE,TX,729
B01805,21,18000,0,MORTGAGE,MA,698
B01806,22,83964,5,OWN,FL,724
B01807,45,31388,6,MORTGAGE,NC,667
B01808,48,78537,9,MORTGAGE,FL,685
B01809,23,47209,5,RENT,IL,607
B01810,52,49802,10,MORTGAGE,TX,648
B01811,36,44275,7,MORTGAGE,NJ,627
B01812,43,95479,9,RENT,IL,610
B01813,61,24790,2,RENT,CA,686
B01814,52,68481,9,RENT,CA,640
B01815,38,89835,7,RENT,PA,728
B01816,31,72692,2,RENT,TX,706
B01817,21,176060,2,MORTGAGE,NC,751
B01818,33,36646,10,RENT,IL,675
B01819,39,82993,0,MORTGAGE,NJ,652
B01820,30,46242,5,RENT,KY,730
B01821,40,96603,3,MORTGAGE,GA,686
B01822,42,48813,7,MORTGAGE,MA,669
B01823,39,39603,9,MORTGAGE,TN,626
B01824,34,100542,4,MORTGAGE,SC,649
B01825,44,37408,4,RENT,TX,670
B01826,47,22538,10,MORTGAGE,MO,651
B01827,28,36891,8,RENT,MN,619
B01828,58,68903,9,RENT,IL,611
B01829,40,105410,5,MORTGAGE,NY,638
B01830,42,52110,3,MORTGAGE,KY,707
B01831,50,101215,4,RENT,NJ,662
B01832,44,23225,8,RENT,NY,629
B01833,53,38415,1,RENT,IN,709
B01834,45,41826,3,MORTGAGE,NY,608
B01835,34,46027,0,RENT,TX,626
B01836,46,51341,5,RENT,GA,628
B01837,28,71682,9,MORTGAGE,NC,735
B01838,43,38382,0,RENT,MO,731
B01839,41,52916,7,MORTGAGE,PA,689
B01840,39,47819,10,MORTGAGE,MO,688
B01841,40,29459,3,MORTGAGE,NY,623
B01842,21,46050,7,MORTGAGE,NC,733
B01843,35,45296,10,MORTGAGE,TX,666
B01844,43,44766,10,OWN,IL,689
B01845,43,49884,3,MORTGAGE,WI,653
B01846,29,51104,1,RENT,TX,648
B01847,57,38647,2,MORTGAGE,MO,718
B01848,31,98715,7,MORTGAGE,FL,707
B01849,53,25765,8,MORTGAGE,CA,702
B01850,47,32973,7,RENT,CA,658
B01851,34,226155,4,MORTGAGE,AZ,723
B01852,63,27697,2,MORTGAGE,FL,622
B01853,27,23281,6,MORTGAGE,NJ,647
B01854,53,73420,5,MORTGAGE,WA,646
B01855,54,18000,8,RENT,NY,595
B01856,33,43070,5,RENT,OH,702
B01857,58,159564,4,MORTGAGE,IL,697
B01858,38,20958,3,MORTGAGE,LA,647
B01859,45,18000,2,RENT,NY,651
B01860,45,21492,3,RENT,TX,618
B01861,40,80346,1,RENT,NY,733
B01862,51,91001,4,OWN,VA,636
B01863,51,36977,0,RENT,WA,661
B01864,21,71379,2,RENT,SC,679
B01865,57,105307,8,RENT,CO,687
B01866,22,131011,3,MORTGAGE,FL,651
B01867,54,42809,7,MORTGAGE,PA,688
B01868,55,18000,8,RENT,AZ,669
B01869,28,31210,6,RENT,SC,620
B01870,37,38764,10,MORTGAGE,NY,680
B01871,28,42513,0,OWN,PA,668
B01872,39,44208,8,MORTGAGE,MN,603
B01873,38,90707,10,MORTGAGE,NY,646
B01874,51,98808,9,RENT,OH,731
B01875,57,44604,2,RENT,MN,667
B01876,58,89694,3,MORTGAGE,IN,657
B01877,35,59677,2,MORTGAGE,FL,629
B01878,39,50791,6,OWN,NY,637
B01879,21,80708,8,OWN,NY,657
B01880,32,51008,3,MORTGAGE,SC,624
B01881,53,152024,6,RENT,UT,645
B01882,61,22222,7,MORTGAGE,MA,688
B01883,27,36925,4,RENT,OH,689
B01884,34,45725,9,MORTGAGE,CA,604
B01885,41,62423,8,RENT,WA,670
B01886,45,98457,1,RENT,IL,649
B01887,32,48367,7,RENT,NJ,646
B01888,47,22421,3,MORTGAGE,MI,628
B01889,36,77915,6,RENT,OH,656
B01890,41,74252,10,MORTGAGE,LA,751
B01891,48,18000,9,MORTGAGE,CA,622
B01892,42,48918,4,MORTGAGE,WA,625
B01893,36,20443,3,RENT,IL,610
B01894,40,34011,3,MORTGAGE,WA,690
B01895,40,29835,6,MORTGAGE,VA,580
B01896,37,76503,1,MORTGAGE,CA,642
B01897,38,52274,6,MORTGAGE,FL,717
B01898,61,24171,0,MORTGAGE,TX,653
B01899,48,79541,3,MORTGAGE,TX,682
B01900,38,22279,2,RENT,AZ,727
B01901,50,58780,10,MORTGAGE,FL,672
