loan_id,status,last_payment_date,remaining_balance,payments_made
L02530,Fully Paid,2024-11-30,0.0,36
L02531,Current,2024-12-05,35555.56,4
L02532,Current,2024-12-14,7688.89,28
L02533,Default,2024-08-17,2450.04,7
L02534,Late (90+ days),2024-10-18,4286.62,3
L02535,Current,2024-11-26,600.0,33
L02536,Current,2024-12-02,1875.0,33
L02537,Default,2024-07-09,5781.51,16
L02538,Current,2024-12-23,7081.25,15
L02539,Default,2024-10-11,2127.71,17
L02540,Current,2024-12-20,12593.75,17
L02541,Current,2024-12-07,25528.33,7
L02542,Current,2024-12-13,2850.0,22
L02543,Current,2024-11-26,21046.67,19
L02544,Current,2024-11-30,23680.56,11
L02545,Current,2024-12-29,22222.22,16
L02546,Default,2024-09-15,14313.25,2
L02547,Default,2024-07-05,2516.2,0
L02548,Current,2024-12-12,2025.0,33
L02549,Current,2024-11-30,2500.0,31
L02550,Current,2024-11-26,17313.33,7
L02551,Charged Off,2024-08-05,5230.23,12
L02552,Default,2024-10-05,14033.75,5
L02553,Late (60-89 days),2024-11-25,8069.16,10
L02554,Current,2024-12-31,13050.0,12
L02555,Current,2024-12-22,6716.67,23
L02556,Fully Paid,2024-09-25,0.0,36
L02557,Current,2024-12-12,20740.0,9
L02558,Current,2024-12-01,1483.33,40
L02559,Current,2024-12-24,4083.33,43
L02560,Late (30-59 days),2024-09-19,5343.77,8
L02561,Current,2024-12-05,15397.22,13
L02562,Late (60-89 days),2024-10-17,13042.05,23
L02563,Current,2024-11-30,30000.0,9
L02564,Current,2024-12-16,7014.58,11
L02565,Fully Paid,2024-11-24,0.0,24
L02566,Fully Paid,2024-11-01,0.0,36
L02567,Current,2024-12-14,8433.33,25
L02568,Current,2024-11-30,1800.0,12
L02569,Current,2024-12-27,20000.0,18
L02570,Fully Paid,2024-08-31,0.0,36
L02571,Current,2024-12-01,2041.67,34
L02572,Late (30-59 days),2024-07-10,3029.86,6
L02573,Default,2024-08-12,3045.41,5
L02574,Current,2024-12-15,4520.83,41
L02575,Current,2024-12-01,10281.25,13
L02576,Current,2024-12-24,2625.0,17
L02577,Fully Paid,2024-08-28,0.0,36
L02578,Current,2024-11-29,20925.0,17
L02579,Fully Paid,2024-07-07,0.0,24
L02580,Current,2024-12-30,12522.22,13
L02581,Current,2024-12-15,14450.0,19
L02582,Current,2024-12-21,4658.33,17
L02583,Current,2024-12-28,4838.89,10
L02584,Fully Paid,2024-10-25,0.0,36
L02585,Late (30-59 days),2024-09-11,7550.9,7
L02586,Current,2024-12-02,13444.44,16
L02587,Current,2024-12-23,2125.0,27
L02588,Fully Paid,2024-09-01,0.0,24
L02589,Current,2024-12-21,24375.0,21
L02590,Current,2024-12-28,9400.0,30
L02591,Current,2024-12-14,131.25,47
L02592,Fully Paid,2024-08-31,0.0,24
L02593,Current,2024-12-05,7500.0,9
L02594,Fully Paid,2024-09-01,0.0,36
L02595,Fully Paid,2024-11-19,0.0,36
L02596,Default,2024-09-18,6296.78,11
L02597,Current,2024-12-13,19400.0,24
L02598,Current,2024-11-28,7281.67,43
L02599,Late (60-89 days),2024-11-12,3567.19,9
L02600,Current,2024-11-29,1114.58,43
L02601,Current,2024-12-19,1312.5,43
L02602,Late (30-59 days),2024-10-16,6243.42,12
L02603,Current,2024-12-25,5575.0,45
L02604,Current,2024-12-21,4711.11,28
L02605,Late (90+ days),2024-07-15,3789.98,15
L02606,Current,2024-12-11,6291.67,35
L02607,Charged Off,2024-09-12,5709.75,11
L02608,Current,2024-12-12,8355.56,4
L02609,Current,2024-12-14,33333.33,4
L02610,Default,2024-08-31,1779.72,2
L02611,Current,2024-12-25,7800.0,22
L02612,Current,2024-11-27,1516.67,22
L02613,Current,2024-12-09,9106.25,17
L02614,Current,2024-12-22,6206.67,22
L02615,Current,2024-12-31,12223.33,22
L02616,Fully Paid,2024-10-27,0.0,36
L02617,Current,2024-11-28,17325.0,3
L02618,Default,2024-09-20,12904.0,5
L02619,Fully Paid,2024-08-28,0.0,36
L02620,Current,2024-11-30,17783.33,4
L02621,Late (90+ days),2024-08-18,8114.07,14
L02622,Charged Off,2024-09-05,2157.11,14
L02623,Charged Off,2024-10-21,5981.57,14
L02624,Current,2024-12-25,11916.67,11
L02625,Current,2024-12-18,6541.67,21
L02626,Default,2024-10-23,2584.55,5
L02627,Current,2024-11-29,1680.0,39
L02628,Current,2024-12-17,1100.0,32
L02629,Charged Off,2024-10-14,2889.94,28
L02630,Fully Paid,2024-07-11,0.0,36
L02631,Current,2024-11-28,4425.0,27
L02632,Current,2024-11-27,4700.0,16
L02633,Current,2024-11-26,17777.78,11
L02634,Current,2024-12-24,18888.89,19
L02635,Current,2024-12-05,17400.0,12
L02636,Current,2024-12-02,5055.56,22
L02637,Current,2024-12-27,3533.33,32
L02638,Current,2024-12-24,3763.89,31
L02639,Current,2024-12-23,9055.56,16
L02640,Current,2024-12-30,4080.0,24
L02641,Current,2024-12-01,3368.75,37
L02642,Fully Paid,2024-09-03,0.0,24
L02643,Fully Paid,2024-09-13,0.0,24
L02644,Late (90+ days),2024-08-31,7659.56,29
L02645,Fully Paid,2024-10-27,0.0,36
L02646,Late (30-59 days),2024-08-10,14979.93,2
L02647,Default,2024-07-21,16660.29,8
L02648,Current,2024-12-10,14490.0,6
L02649,Current,2024-12-20,1500.0,46
L02650,Current,2024-12-12,2361.11,31
L02651,Default,2024-11-24,6774.57,6
L02652,Fully Paid,2024-11-01,0.0,36
L02653,Fully Paid,2024-10-06,0.0,36
L02654,Late (90+ days),2024-10-30,10171.74,3
L02655,Fully Paid,2024-10-26,0.0,24
L02656,Current,2024-12-17,5231.67,17
L02657,Current,2024-12-12,26905.56,7
L02658,Fully Paid,2024-10-30,0.0,36
L02659,Charged Off,2024-10-09,1437.43,9
L02660,Current,2024-12-23,1500.0,44
L02661,Current,2024-12-26,5111.11,20
L02662,Current,2024-12-04,12937.5,18
L02663,Current,2024-12-24,3200.0,32
L02664,Current,2024-12-27,27777.78,11
L02665,Current,2024-12-30,1875.0,33
L02666,Charged Off,2024-07-31,3303.23,9
L02667,Fully Paid,2024-08-13,0.0,36
L02668,Default,2024-11-21,7923.02,1
L02669,Current,2024-12-19,4333.33,28
L02670,Current,2024-12-25,6800.0,32
L02671,Default,2024-11-23,6211.3,2
L02672,Current,2024-11-29,8273.33,26
L02673,Current,2024-12-28,22355.0,9
L02674,Default,2024-08-03,5840.45,3
L02675,Fully Paid,2024-11-01,0.0,24
L02676,Current,2024-12-15,1381.25,31
L02677,Current,2024-12-29,8855.0,27
L02678,Fully Paid,2024-11-15,0.0,36
L02679,Current,2024-12-12,5415.0,3
L02680,Default,2024-11-29,9735.77,4
L02681,Current,2024-12-25,2000.0,33
L02682,Current,2024-12-24,15225.0,20
L02683,Current,2024-12-18,1650.0,27
L02684,Current,2024-12-19,4433.33,29
L02685,Fully Paid,2024-10-15,0.0,36
L02686,Current,2024-12-09,8955.56,10
L02687,Current,2024-12-30,20666.67,8
L02688,Fully Paid,2024-11-08,0.0,24
L02689,Current,2024-12-22,33593.75,5
L02690,Current,2024-12-14,20910.0,19
L02691,Current,2024-12-09,20005.56,10
L02692,Current,2024-12-09,4644.44,14
L02693,Current,2024-12-21,2541.67,44
L02694,Current,2024-11-29,9366.67,24
L02695,Late (60-89 days),2024-10-01,5832.88,3
L02696,Current,2024-11-29,6766.67,22
L02697,Current,2024-12-27,25500.0,12
L02698,Current,2024-12-25,11111.11,26
L02699,Current,2024-12-31,2770.83,19
L02700,Late (60-89 days),2024-07-19,9820.95,17
L02701,Fully Paid,2024-10-07,0.0,24
L02702,Current,2024-12-19,5450.0,27
L02703,Current,2024-12-13,9045.83,22
L02704,Fully Paid,2024-10-19,0.0,24
L02705,Current,2024-11-27,8883.33,11
L02706,Current,2024-12-31,8777.78,16
L02707,Current,2024-12-25,7543.75,31
L02708,Current,2024-12-18,8800.0,32
L02709,Default,2024-07-25,6852.54,10
L02710,Current,2024-12-01,6563.33,38
L02711,Default,2024-08-30,3706.03,3
L02712,Fully Paid,2024-07-04,0.0,36
L02713,Current,2024-12-20,6808.33,10
L02714,Late (30-59 days),2024-08-11,20927.4,14
L02715,Current,2024-12-25,12368.33,19
L02716,Late (30-59 days),2024-10-16,23062.31,7
L02717,Current,2024-12-09,5520.0,12
L02718,Fully Paid,2024-08-26,0.0,36
L02719,Current,2024-12-04,9166.67,21
L02720,Current,2024-12-18,4427.08,31
L02721,Current,2024-11-29,3637.5,30
L02722,Current,2024-12-17,5512.5,34
L02723,Late (60-89 days),2024-08-19,31771.14,16
L02724,Current,2024-12-24,5958.33,4
L02725,Current,2024-12-11,1325.0,42
L02726,Current,2024-12-24,9288.89,17
L02727,Current,2024-12-02,3611.11,23
L02728,Fully Paid,2024-11-03,0.0,36
L02729,Late (30-59 days),2024-07-21,3763.05,8
L02730,Current,2024-12-23,302.78,35
L02731,Fully Paid,2024-07-28,0.0,36
L02732,Current,2024-12-08,1769.44,29
L02733,Current,2024-12-13,8360.0,22
L02734,Current,2024-11-26,5454.17,7
L02735,Current,2024-12-29,8619.44,7
L02736,Charged Off,2024-11-10,863.09,20
L02737,Fully Paid,2024-09-09,0.0,36
L02738,Current,2024-11-30,280.56,35
L02739,Current,2024-12-24,12444.44,8
L02740,Default,2024-08-25,11097.47,3
L02741,Default,2024-09-20,8264.1,4
L02742,Current,2024-12-02,13956.25,15
L02743,Current,2024-12-12,2416.67,33
L02744,Current,2024-12-03,5941.67,25
L02745,Current,2024-12-17,7962.5,27
L02746,Current,2024-11-26,550.0,46
L02747,Current,2024-12-05,541.67,33
L02748,Late (90+ days),2024-09-18,11280.13,18
L02749,Current,2024-12-04,2183.33,40
L02750,Current,2024-12-19,11316.67,15
L02751,Current,2024-12-27,958.33,31
L02752,Default,2024-08-02,3556.46,1
L02753,Current,2024-12-08,6504.17,34
L02754,Late (30-59 days),2024-10-17,6071.88,19
L02755,Current,2024-12-31,3680.56,31
L02756,Current,2024-11-30,33333.33,10
L02757,Late (90+ days),2024-11-05,9144.97,14
L02758,Default,2024-08-22,5708.64,14
L02759,Current,2024-12-03,4822.22,22
L02760,Default,2024-07-21,10564.39,8
L02761,Late (30-59 days),2024-11-10,10942.07,9
L02762,Current,2024-12-24,9900.0,4
L02763,Current,2024-12-22,4427.08,23
L02764,Default,2024-08-22,2352.92,4
L02765,Current,2024-12-06,1250.0,30
L02766,Default,2024-11-05,1222.13,10
L02767,Current,2024-12-21,4593.75,13
L02768,Default,2024-11-15,15132.61,6
L02769,Current,2024-12-08,4777.78,16
L02770,Fully Paid,2024-10-12,0.0,36
L02771,Late (30-59 days),2024-09-06,21491.1,14
L02772,Current,2024-12-19,5777.78,26
L02773,Current,2024-12-06,2222.22,34
L02774,Current,2024-12-24,4010.42,23
L02775,Current,2024-12-17,3888.89,26
L02776,Default,2024-08-15,7603.39,8
L02777,Late (90+ days),2024-07-27,7344.02,29
L02778,Current,2024-12-14,7600.0,10
L02779,Current,2024-12-14,2281.25,33
L02780,Fully Paid,2024-08-21,0.0,36
L02781,Fully Paid,2024-09-01,0.0,36
L02782,Current,2024-12-01,9712.5,30
L02783,Current,2024-12-06,15666.67,10
L02784,Current,2024-11-30,6413.33,8
L02785,Default,2024-07-24,3345.29,3
L02786,Current,2024-12-14,5312.5,19
L02787,Default,2024-10-25,8626.74,4
L02788,Current,2024-12-02,3603.33,37
L02789,Fully Paid,2024-11-04,0.0,24
L02790,Current,2024-12-24,5408.33,25
L02791,Current,2024-12-15,3933.33,32
L02792,Current,2024-11-30,8866.67,22
L02793,Current,2024-11-30,15000.0,9
L02794,Current,2024-12-17,14548.33,31
L02795,Current,2024-12-23,17096.67,14
L02796,Current,2024-12-30,20000.0,10
L02797,Default,2024-11-06,2809.87,1
L02798,Current,2024-12-28,3208.33,25
L02799,Late (30-59 days),2024-11-14,2132.91,22
L02800,Current,2024-11-30,5775.0,15
L02801,Late (60-89 days),2024-11-25,2728.3,2
L02802,Current,2024-12-20,5241.67,14
L02803,Current,2024-12-07,15833.33,16
L02804,Fully Paid,2024-09-09,0.0,24
L02805,Fully Paid,2024-10-23,0.0,24
L02806,Current,2024-12-12,12880.0,36
L02807,Fully Paid,2024-11-07,0.0,36
L02808,Current,2024-12-27,13611.11,11
L02809,Current,2024-11-28,8250.0,15
L02810,Current,2024-11-30,155.56,35
L02811,Default,2024-08-04,3439.71,2
L02812,Default,2024-10-11,3565.66,1
L02813,Fully Paid,2024-09-17,0.0,24
L02814,Current,2024-11-30,10700.0,12
L02815,Current,2024-11-30,10000.0,45
L02816,Fully Paid,2024-07-25,0.0,36
L02817,Current,2024-12-15,30281.25,3
L02818,Fully Paid,2024-07-16,0.0,36
L02819,Charged Off,2024-09-05,6939.45,20
L02820,Default,2024-07-16,5788.85,3
L02821,Fully Paid,2024-07-15,0.0,24
L02822,Current,2024-12-30,14036.11,5
L02823,Current,2024-12-29,4000.0,32
L02824,Fully Paid,2024-08-13,0.0,36
L02825,Default,2024-11-01,19999.88,21
L02826,Charged Off,2024-08-25,1546.75,15
L02827,Current,2024-12-03,491.67,33
L02828,Current,2024-12-11,19031.25,13
L02829,Late (60-89 days),2024-08-27,26930.27,13
L02830,Current,2024-12-03,19063.33,22
L02831,Current,2024-12-02,1593.75,43
L02832,Current,2024-12-29,5220.0,6
L02833,Current,2024-12-29,5425.0,5
L02834,Late (30-59 days),2024-10-17,6134.57,2
L02835,Current,2024-11-26,8312.5,6
L02836,Current,2024-12-12,11137.5,15
L02837,Late (30-59 days),2024-10-20,13121.34,2
L02838,Current,2024-11-30,23856.25,15
L02839,Current,2024-12-04,2636.67,46
L02840,Fully Paid,2024-10-28,0.0,36
L02841,Current,2024-12-12,20175.0,12
L02842,Late (90+ days),2024-08-24,6842.79,6
L02843,Current,2024-11-30,5866.67,20
L02844,Current,2024-12-24,85.42,47
L02845,Late (60-89 days),2024-07-09,14347.65,34
L02846,Late (90+ days),2024-07-29,12498.65,6
L02847,Current,2024-11-26,7164.58,29
L02848,Late (30-59 days),2024-07-16,8205.21,8
L02849,Current,2024-12-01,7088.89,28
L02850,Fully Paid,2024-08-02,0.0,36
L02851,Current,2024-11-26,16316.67,14
L02852,Current,2024-12-21,4025.0,18
L02853,Current,2024-11-29,2572.92,35
L02854,Late (90+ days),2024-11-17,5667.88,23
L02855,Fully Paid,2024-08-23,0.0,36
L02856,Current,2024-12-15,5600.0,12
L02857,Charged Off,2024-07-28,1629.46,21
L02858,Current,2024-12-07,2263.89,31
L02859,Current,2024-12-09,475.0,35
L02860,Current,2024-12-13,13833.33,6
L02861,Current,2024-12-11,10333.33,12
L02862,Current,2024-12-28,14050.0,30
L02863,Current,2024-12-30,6566.67,24
L02864,Current,2024-12-29,6452.08,29
L02865,Late (90+ days),2024-10-30,4823.11,11
L02866,Fully Paid,2024-08-30,0.0,36
L02867,Default,2024-09-03,11477.54,6
L02868,Current,2024-12-30,12833.33,20
L02869,Default,2024-09-05,2018.12,6
L02870,Current,2024-12-07,24500.0,9
L02871,Current,2024-12-25,14166.67,31
L02872,Default,2024-08-14,9305.58,7
L02873,Default,2024-09-04,6262.64,4
L02874,Fully Paid,2024-09-01,0.0,36
L02875,Current,2024-12-05,9688.89,4
L02876,Default,2024-09-03,7050.77,2
L02877,Current,2024-12-28,6400.0,45
L02878,Default,2024-09-30,2832.04,10
L02879,Current,2024-12-16,4711.11,20
L02880,Default,2024-10-02,2056.53,9
L02881,Late (60-89 days),2024-09-13,6345.94,16
L02882,Current,2024-12-26,24145.83,10
L02883,Current,2024-12-27,3187.5,15
L02884,Fully Paid,2024-09-14,0.0,36
L02885,Current,2024-12-24,6966.67,5
L02886,Fully Paid,2024-09-06,0.0,36
L02887,Current,2024-12-21,5450.0,36
L02888,Current,2024-12-30,1812.5,42
L02889,Late (90+ days),2024-07-17,8799.1,10
L02890,Current,2024-12-11,4937.5,18
L02891,Current,2024-12-29,8977.78,4
L02892,Late (60-89 days),2024-08-06,5029.72,18
L02893,Current,2024-12-04,29155.0,9
L02894,Current,2024-11-29,4655.0,41
L02895,Current,2024-12-05,7120.0,12
L02896,Fully Paid,2024-09-24,0.0,36
L02897,Current,2024-12-30,6866.67,32
L02898,Current,2024-12-01,4718.75,33
L02899,Current,2024-12-30,3562.5,9
L02900,Current,2024-12-11,11608.33,15
L02901,Current,2024-12-07,14883.33,29
L02902,Charged Off,2024-07-08,1511.11,15
L02903,Current,2024-12-07,2910.0,42
L02904,Current,2024-12-11,4336.11,29
L02905,Late (60-89 days),2024-07-08,2812.26,8
L02906,Current,2024-12-25,27011.11,10
L02907,Default,2024-07-29,22960.85,0
L02908,Current,2024-12-25,2750.0,45
L02909,Current,2024-12-18,897.22,35
L02910,Current,2024-12-10,3850.0,26
L02911,Current,2024-11-30,1633.33,46
L02912,Current,2024-11-29,11531.25,33
L02913,Current,2024-12-10,1333.33,8
L02914,Charged Off,2024-10-20,5901.52,14
L02915,Current,2024-12-12,11333.33,21
L02916,Charged Off,2024-08-30,1645.46,22
L02917,Fully Paid,2024-08-12,0.0,24
L02918,Fully Paid,2024-10-11,0.0,36
L02919,Current,2024-11-30,16177.78,10
L02920,Current,2024-12-27,5737.5,31
L02921,Late (60-89 days),2024-07-17,8903.43,6
L02922,Current,2024-12-18,14287.5,21
L02923,Current,2024-12-13,20350.0,11
L02924,Current,2024-12-15,18900.0,25
L02925,Late (30-59 days),2024-11-19,10799.14,17
L02926,Current,2024-12-12,3703.33,38
L02927,Charged Off,2024-07-08,6893.76,17
L02928,Current,2024-12-06,16645.83,14
L02929,Fully Paid,2024-10-05,0.0,24
L02930,Current,2024-12-26,1883.33,44
L02931,Fully Paid,2024-07-06,0.0,36
L02932,Late (60-89 days),2024-11-07,14751.77,13
L02933,Current,2024-12-10,1688.89,32
L02934,Fully Paid,2024-09-23,0.0,36
L02935,Current,2024-12-27,4647.92,25
L02936,Current,2024-11-28,12278.33,7
L02937,Current,2024-12-01,30250.0,6
L02938,Current,2024-12-04,34803.33,7
L02939,Current,2024-12-18,4458.33,21
L02940,Default,2024-09-04,2507.66,6
L02941,Current,2024-12-27,5175.0,45
L02942,Current,2024-12-12,20580.56,5
L02943,Default,2024-07-25,1875.74,17
L02944,Default,2024-09-16,3768.57,5
L02945,Late (60-89 days),2024-08-13,4060.63,11
L02946,Default,2024-07-16,7039.38,8
L02947,Current,2024-12-11,8800.0,24
L02948,Current,2024-12-19,11000.0,10
L02949,Current,2024-12-05,8322.22,22
L02950,Default,2024-08-21,3749.4,5
L02951,Current,2024-12-15,333.33,35
L02952,Current,2024-11-29,12913.33,8
L02953,Current,2024-12-02,2537.5,3
L02954,Current,2024-11-26,19886.67,22
L02955,Fully Paid,2024-10-16,0.0,36
L02956,Current,2024-12-30,14525.0,6
L02957,Current,2024-11-28,2111.11,28
L02958,Current,2024-12-20,17255.0,31
L02959,Current,2024-11-30,1270.83,43
L02960,Late (60-89 days),2024-10-08,14425.43,27
L02961,Current,2024-12-02,3127.08,29
L02962,Fully Paid,2024-09-24,0.0,36
L02963,Current,2024-11-27,583.33,22
L02964,Current,2024-12-04,29150.0,5
L02965,Fully Paid,2024-07-10,0.0,36
L02966,Default,2024-11-16,13603.71,3
L02967,Current,2024-11-28,3391.67,26
L02968,Current,2024-12-19,5633.33,23
L02969,Current,2024-12-08,4950.0,40
L02970,Current,2024-12-02,3237.5,41
L02971,Late (30-59 days),2024-10-25,14936.74,41
L02972,Current,2024-12-16,5225.0,27
L02973,Current,2024-12-22,11250.0,18
L02974,Current,2024-12-12,20288.33,23
L02975,Current,2024-12-04,3675.0,29
L02976,Current,2024-12-05,12666.67,41
L02977,Fully Paid,2024-09-11,0.0,36
L02978,Fully Paid,2024-11-15,0.0,24
L02979,Current,2024-12-18,10833.33,35
L02980,Current,2024-12-05,5300.0,18
L02981,Current,2024-12-14,5661.67,17
L02982,Late (60-89 days),2024-09-19,9873.49,6
L02983,Current,2024-12-21,7583.33,10
L02984,Current,2024-12-15,10816.67,13
L02985,Current,2024-12-16,2888.89,20
L02986,Default,2024-08-20,1069.64,8
L02987,Charged Off,2024-10-01,3745.05,15
L02988,Fully Paid,2024-11-02,0.0,36
L02989,Fully Paid,2024-10-24,0.0,24
L02990,Current,2024-12-19,7511.11,10
L02991,Fully Paid,2024-11-24,0.0,36
L02992,Default,2024-09-30,2184.75,0
L02993,Default,2024-09-13,4324.48,4
L02994,Late (60-89 days),2024-08-05,5615.48,21
L02995,Current,2024-11-30,9056.67,22
L02996,Current,2024-11-26,4441.67,47
L02997,Current,2024-12-04,3044.44,28
L02998,Current,2024-12-04,5333.33,20
L02999,Late (90+ days),2024-11-22,9287.34,11
L03000,Default,2024-10-11,7190.48,14
L03001,Current,2024-12-21,11338.89,10
L03002,Current,2024-12-14,9916.67,31
L03003,Current,2024-12-23,28815.0,9
L03004,Current,2024-12-30,31200.0,12
L03005,Fully Paid,2024-09-26,0.0,36
L03006,Current,2024-12-14,8676.67,22
L03007,Late (30-59 days),2024-07-14,7400.53,31
L03008,Fully Paid,2024-10-17,0.0,36
L03009,Current,2024-12-29,20666.67,29
L03010,Current,2024-11-30,2970.0,27
L03011,Fully Paid,2024-11-26,0.0,24
L03012,Current,2024-12-28,7295.83,14
L03013,Fully Paid,2024-11-10,0.0,36
L03014,Late (90+ days),2024-09-12,9426.16,26
L03015,Current,2024-12-12,5120.0,36
L03016,Current,2024-12-27,20000.0,18
L03017,Default,2024-08-19,13352.6,10
L03018,Current,2024-12-08,27333.33,19
L03019,Current,2024-12-26,22000.0,27
L03020,Current,2024-12-06,11212.5,15
L03021,Current,2024-12-23,8610.0,42
L03022,Current,2024-12-16,450.0,23
L03023,Current,2024-12-24,5555.56,31
L03024,Late (30-59 days),2024-07-08,12567.39,25
L03025,Current,2024-11-29,8958.33,5
L03026,Current,2024-12-24,11120.83,14
L03027,Late (90+ days),2024-07-21,6228.26,5
L03028,Current,2024-11-28,7666.67,6
L03029,Current,2024-12-15,7930.0,34
L03030,Current,2024-11-30,11200.0,17
L03031,Fully Paid,2024-11-08,0.0,24
L03032,Current,2024-12-16,7626.67,38
L03033,Late (90+ days),2024-10-31,6254.08,17
L03034,Fully Paid,2024-09-12,0.0,36
L03035,Current,2024-12-10,7458.33,21
L03036,Current,2024-12-07,18666.67,25
L03037,Default,2024-10-02,2116.05,0
L03038,Default,2024-08-15,8496.94,13
L03039,Default,2024-10-07,2274.63,10
L03040,Late (90+ days),2024-10-26,7524.95,14
L03041,Current,2024-12-25,22516.67,25
L03042,Current,2024-12-20,16450.0,18
L03043,Default,2024-10-08,3218.1,2
L03044,Current,2024-12-14,19333.33,7
L03045,Fully Paid,2024-08-11,0.0,36
L03046,Current,2024-12-05,6160.0,27
L03047,Default,2024-09-27,7380.07,5
L03048,Current,2024-12-28,11306.67,7
L03049,Late (60-89 days),2024-07-29,7078.19,30
L03050,Current,2024-11-27,18550.0,15
L03051,Current,2024-12-08,4166.67,26
L03052,Fully Paid,2024-11-03,0.0,36
L03053,Current,2024-12-11,12958.33,21
L03054,Current,2024-11-27,13656.67,26
L03055,Current,2024-12-04,2625.0,28
L03056,Default,2024-08-02,8861.54,0
L03057,Late (60-89 days),2024-09-29,11658.66,9
L03058,Current,2024-12-14,10425.0,9
L03059,Current,2024-12-22,3083.33,31
L03060,Late (30-59 days),2024-08-31,6055.16,18
L03061,Current,2024-12-01,1525.0,22
L03062,Current,2024-12-08,1380.56,29
L03063,Current,2024-12-12,1950.0,21
L03064,Default,2024-11-26,16248.39,5
L03065,Fully Paid,2024-11-23,0.0,36
L03066,Current,2024-12-28,9391.67,10
L03067,Current,2024-12-16,1138.89,34
L03068,Current,2024-12-15,19133.33,8
L03069,Default,2024-07-13,24935.15,5
L03070,Default,2024-08-25,18051.65,4
L03071,Current,2024-12-12,4987.5,10
L03072,Fully Paid,2024-08-31,0.0,36
L03073,Current,2024-12-24,10666.67,16
L03074,Current,2024-11-27,7335.0,33
L03075,Current,2024-12-16,12100.0,18
L03076,Current,2024-12-03,4088.89,28
L03077,Current,2024-12-07,5128.33,43
L03078,Current,2024-12-31,13866.67,20
L03079,Default,2024-08-23,3125.99,5
L03080,Current,2024-12-15,14666.67,38
L03081,Default,2024-09-15,3345.43,0
L03082,Current,2024-12-26,7962.5,27
L03083,Current,2024-12-16,486.11,31
L03084,Current,2024-12-12,20000.0,30
L03085,Late (60-89 days),2024-10-09,5311.44,2
L03086,Fully Paid,2024-10-21,0.0,36
L03087,Current,2024-12-03,3305.56,19
L03088,Current,2024-12-11,1483.33,22
L03089,Current,2024-12-05,4770.0,42
L03090,Current,2024-12-29,6329.17,17
L03091,Current,2024-12-14,11358.33,7
L03092,Default,2024-11-11,4561.62,2
L03093,Current,2024-11-30,20366.67,8
L03094,Current,2024-12-01,5775.0,20
L03095,Current,2024-12-05,8600.0,12
L03096,Default,2024-09-07,7307.58,2
L03097,Current,2024-12-04,1354.17,19
L03098,Default,2024-11-06,5413.8,4
L03099,Current,2024-12-21,700.0,45
L03100,Current,2024-12-15,8125.0,23
L03101,Current,2024-11-29,24513.89,11
L03102,Current,2024-12-27,14093.75,7
L03103,Current,2024-12-09,17812.5,5
L03104,Current,2024-12-05,4500.0,42
L03105,Fully Paid,2024-07-14,0.0,36
L03106,Fully Paid,2024-09-09,0.0,24
L03107,Default,2024-08-07,5962.67,0
L03108,Current,2024-12-30,5162.5,3
L03109,Current,2024-12-28,4666.67,24
L03110,Charged Off,2024-10-15,5487.39,21
L03111,Late (60-89 days),2024-08-10,7272.92,3
L03112,Late (90+ days),2024-10-28,30986.97,3
L03113,Fully Paid,2024-12-01,0.0,36
L03114,Late (30-59 days),2024-08-21,6612.86,7
L03115,Current,2024-12-19,10577.78,4
L03116,Current,2024-12-12,15950.0,4
L03117,Current,2024-12-11,9958.33,21
L03118,Late (60-89 days),2024-07-07,18485.73,16
L03119,Current,2024-12-26,2850.0,18
L03120,Fully Paid,2024-11-03,0.0,36
L03121,Late (30-59 days),2024-10-22,4976.58,35
L03122,Fully Paid,2024-09-29,0.0,24
L03123,Current,2024-11-28,7687.5,30
L03124,Current,2024-12-23,6187.5,33
L03125,Current,2024-12-05,5362.5,13
L03126,Current,2024-12-11,14291.67,13
L03127,Current,2024-12-03,16972.22,10
L03128,Current,2024-12-01,26833.33,8
L03129,Current,2024-12-23,3910.0,9
L03130,Current,2024-12-15,1666.67,33
L03131,Current,2024-12-20,7494.44,17
L03132,Current,2024-12-11,11044.44,22
L03133,Current,2024-12-13,16666.67,21
L03134,Current,2024-12-19,4200.0,16
L03135,Default,2024-11-10,15847.67,3
L03136,Current,2024-12-05,12894.44,14
L03137,Charged Off,2024-08-29,11159.4,7
L03138,Fully Paid,2024-10-16,0.0,24
L03139,Fully Paid,2024-08-23,0.0,36
L03140,Current,2024-12-07,3637.5,15
L03141,Charged Off,2024-07-08,4588.69,16
L03142,Fully Paid,2024-10-05,0.0,24
L03143,Current,2024-12-30,5312.5,19
L03144,Current,2024-12-30,962.5,42
L03145,Current,2024-11-26,4900.0,40
L03146,Fully Paid,2024-10-04,0.0,36
L03147,Current,2024-12-26,23940.0,24
L03148,Fully Paid,2024-08-05,0.0,24
L03149,Current,2024-12-19,12550.0,24
L03150,Current,2024-12-15,1895.83,17
L03151,Current,2024-12-21,8233.33,34
L03152,Current,2024-12-28,18320.0,12
L03153,Current,2024-12-06,18906.25,15
L03154,Current,2024-12-04,13980.0,24
L03155,Current,2024-12-15,13818.75,15
L03156,Fully Paid,2024-10-24,0.0,36
L03157,Current,2024-12-26,8562.5,18
L03158,Current,2024-12-08,6175.0,17
L03159,Fully Paid,2024-10-19,0.0,24
L03160,Fully Paid,2024-07-09,0.0,36
L03161,Current,2024-12-24,13212.5,27
L03162,Charged Off,2024-11-28,6342.8,14
