loan_id,customer_id,origination_date,loan_amount,term_months,interest_rate,loan_grade,purpose
L02751,B00172,2022-05-12,6900,36,27.43,F,Debt Consolidation
L02752,B00901,2024-05-22,6600,36,27.21,F,Personal
L02753,B04367,2022-02-23,22300,48,17.29,D,Debt Consolidation
L02754,B00742,2023-03-24,10400,36,25.79,F,Debt Consolidation
L02755,B02615,2022-05-06,26500,36,8.49,B,Medical
L02756,B01923,2024-02-05,40000,60,10.4,B,Debt Consolidation
L02757,B02698,2022-10-21,14600,60,21.13,E,Business
L02758,B00391,2022-08-03,9400,36,12.32,C,Vacation
L02759,B00959,2023-02-19,12400,36,17.14,D,Personal
L02760,B00344,2023-08-13,18200,48,9.82,B,Home Improvement
L02761,B03482,2023-12-29,15900,24,23.09,E,Auto
L02762,B01570,2024-08-21,10800,48,10.52,B,Medical
L02763,B00456,2023-01-06,8500,48,15.3,D,Personal
L02764,B00444,2022-09-24,6700,36,26.94,F,Debt Consolidation
L02765,B04293,2022-06-20,7500,36,13.99,C,Debt Consolidation
L02766,B02916,2023-01-07,5300,24,22.68,E,Debt Consolidation
L02767,B02411,2023-11-17,6300,48,21.65,E,Debt Consolidation
L02768,B03482,2023-10-16,22300,36,27.16,F,Debt Consolidation
L02769,B01418,2023-08-13,8600,36,10.53,B,Home Improvement
L02770,B00671,2021-07-21,13600,36,10.03,B,Home Improvement
L02771,B02285,2023-08-20,31500,36,27.35,F,Personal
L02772,B00100,2022-10-18,20800,36,6.52,A,Debt Consolidation
L02773,B02788,2022-02-21,40000,36,14.17,C,Debt Consolidation
L02774,B00408,2023-01-30,7700,48,12.74,C,Personal
L02775,B00978,2022-10-03,14000,36,14.69,C,Home Improvement
L02776,B02799,2023-04-28,15100,36,26.07,F,Personal
L02777,B00143,2021-04-04,12600,60,16.68,D,Home Improvement
L02778,B03077,2024-02-27,9600,48,12.42,C,Auto
L02779,B00720,2022-03-30,7300,48,17.03,D,Personal
L02780,B01460,2021-10-26,40000,36,10.54,B,Personal
L02781,B00418,2021-02-03,14400,36,23.35,E,Debt Consolidation
L02782,B01105,2022-06-19,25900,48,22.44,E,Medical
L02783,B00545,2024-02-08,18800,60,9.95,B,Home Improvement
L02784,B03289,2024-04-11,7400,60,10.76,B,Debt Consolidation
L02785,B00773,2024-04-01,6300,60,13.31,C,Auto
L02786,B01694,2023-05-06,25500,24,12.89,C,Home Improvement
L02787,B01069,2022-08-28,18700,60,16.52,D,Debt Consolidation
L02788,B03704,2021-11-09,9400,60,16.68,D,Auto
L02789,B04224,2022-02-06,7300,24,13.54,C,Home Improvement
L02790,B01574,2022-11-07,17700,36,26.18,F,Auto
L02791,B03794,2022-04-17,35400,36,8.66,B,Auto
L02792,B02654,2023-02-17,22800,36,21.38,E,Debt Consolidation
L02793,B00541,2024-03-12,20000,36,13.52,C,Personal
L02794,B02212,2022-05-19,30100,60,27.25,F,Home Improvement
L02795,B02697,2023-10-20,22300,60,16.24,D,Personal
L02796,B01559,2024-02-02,24000,60,10.9,B,Debt Consolidation
L02797,B00131,2024-09-02,6700,36,23.23,E,Personal
L02798,B02744,2022-11-23,10500,36,16.53,D,Auto
L02799,B03821,2022-06-12,3900,48,26.54,F,Vacation
L02800,B02232,2023-09-28,9900,36,11.97,B,Debt Consolidation
L02801,B00826,2024-08-07,6800,24,17.0,D,Debt Consolidation
L02802,B02719,2023-10-02,7400,48,25.48,F,Home Improvement
L02803,B01023,2023-08-02,28500,36,16.92,D,Debt Consolidation
L02804,B02602,2021-12-11,17900,24,14.91,C,Home Improvement
L02805,B04227,2022-12-23,35100,24,9.02,A,Business
L02806,B00697,2021-12-13,32200,60,17.81,D,Debt Consolidation
L02807,B01038,2021-10-14,16700,36,17.5,D,Home Improvement
L02808,B00814,2024-01-25,19600,36,16.73,D,Personal
L02809,B03838,2023-09-28,11000,60,13.32,C,Debt Consolidation
L02810,B00659,2022-01-12,5600,36,25.78,F,Debt Consolidation
L02811,B02428,2024-01-16,11400,24,16.16,D,Business
L02812,B01084,2024-08-07,7300,48,27.08,F,Debt Consolidation
L02813,B02975,2021-05-01,13200,24,13.31,C,Personal
L02814,B01184,2023-12-10,21400,24,22.06,E,Debt Consolidation
L02815,B02625,2021-03-11,40000,60,15.84,D,Personal
L02816,B02733,2021-06-02,13900,36,10.1,B,Debt Consolidation
L02817,B01998,2024-09-30,32300,48,9.21,B,Debt Consolidation
L02818,B02012,2021-04-10,22800,36,22.74,E,Debt Consolidation
L02819,B01249,2021-01-14,21300,36,22.13,E,Debt Consolidation
L02820,B03737,2023-04-25,27700,36,21.51,E,Business
L02821,B02414,2021-10-09,26200,24,18.11,D,Home Improvement
L02822,B04344,2024-07-15,16300,36,16.28,D,Auto
L02823,B00012,2022-04-19,36000,36,14.62,C,Business
L02824,B02011,2021-05-20,32900,36,14.96,D,Debt Consolidation
L02825,B03608,2021-11-06,32100,48,17.31,D,Medical
L02826,B00737,2021-01-19,11600,24,15.82,D,Personal
L02827,B00510,2022-03-24,5900,36,13.66,C,Personal
L02828,B01269,2023-11-02,26100,48,13.17,C,Auto
L02829,B04267,2023-07-23,40000,36,13.38,C,Debt Consolidation
L02830,B03043,2023-02-04,30100,60,14.72,C,Debt Consolidation
L02831,B01059,2021-05-04,15300,48,18.09,D,Debt Consolidation
L02832,B04301,2024-06-19,5800,60,14.56,C,Medical
L02833,B00890,2024-07-30,6300,36,18.41,D,Debt Consolidation
L02834,B02953,2024-09-27,8400,60,21.42,E,Vacation
L02835,B03338,2024-06-16,9500,48,13.5,C,Debt Consolidation
L02836,B03682,2023-09-17,16200,48,21.3,E,Personal
L02837,B02745,2024-09-12,24800,60,13.56,C,Personal
L02838,B01509,2023-09-27,34700,48,15.43,C,Business
L02839,B03338,2021-02-02,11300,60,14.04,C,Debt Consolidation
L02840,B03034,2021-01-14,3800,36,20.85,E,Debt Consolidation
L02841,B01768,2023-12-26,26900,48,25.26,F,Medical
L02842,B01133,2024-02-04,13500,36,20.11,E,Vacation
L02843,B01202,2023-04-23,13200,36,9.41,B,Debt Consolidation
L02844,B00249,2021-01-25,4100,48,17.14,D,Personal
L02845,B01896,2021-02-04,24100,60,20.76,E,Debt Consolidation
L02846,B00230,2023-12-21,19200,48,17.19,D,Personal
L02847,B02676,2022-07-17,18100,48,15.97,D,Auto
L02848,B01285,2024-01-03,16300,48,17.09,D,Auto
L02849,B02876,2022-08-11,31900,36,6.62,A,Home Improvement
L02850,B00321,2021-02-05,6400,36,12.77,C,Debt Consolidation
L02851,B00028,2023-10-26,26700,36,21.5,E,Personal
L02852,B02899,2023-06-01,16100,24,21.05,E,Auto
L02853,B00510,2022-01-03,9500,48,14.14,C,Business
L02854,B00641,2021-08-08,15000,60,22.13,E,Home Improvement
L02855,B03251,2021-07-17,18700,36,26.6,F,Debt Consolidation
L02856,B03748,2023-12-10,11200,24,18.04,D,Debt Consolidation
L02857,B02720,2021-11-01,6200,36,20.75,E,Auto
L02858,B03904,2022-05-09,16300,36,12.6,C,Personal
L02859,B01312,2022-01-29,17100,36,9.2,B,Personal
L02860,B03337,2024-06-23,16600,36,17.17,D,Debt Consolidation
L02861,B01491,2023-12-15,15500,36,20.39,E,Debt Consolidation
L02862,B01419,2022-06-01,28100,60,16.62,D,Business
L02863,B01459,2022-12-27,19700,36,25.86,F,Auto
L02864,B03460,2022-07-02,16300,48,20.29,E,Home Improvement
L02865,B02568,2023-03-24,15800,48,21.16,E,Home Improvement
L02866,B01338,2021-06-11,24200,36,16.44,D,Business
L02867,B03693,2023-02-04,20100,60,21.27,E,Debt Consolidation
L02868,B03082,2023-04-12,22000,48,10.65,B,Auto
L02869,B00347,2023-07-30,4300,24,28.01,F,Debt Consolidation
L02870,B00117,2024-03-03,39200,24,12.91,C,Medical
L02871,B02459,2022-05-14,40000,48,7.91,A,Personal
L02872,B01421,2022-04-08,40000,36,25.59,F,Home Improvement
L02873,B01855,2022-09-07,10700,36,27.83,F,Personal
L02874,B03083,2021-06-15,13000,36,7.31,A,Debt Consolidation
L02875,B01632,2024-08-31,10900,36,14.54,C,Debt Consolidation
L02876,B02000,2024-08-23,10300,48,26.73,F,Home Improvement
L02877,B02146,2021-03-06,25600,60,10.89,B,Personal
L02878,B04378,2021-07-11,12400,48,24.36,F,Debt Consolidation
L02879,B00807,2023-04-11,10600,36,22.66,E,Home Improvement
L02880,B01692,2023-02-16,7900,60,27.09,F,Debt Consolidation
L02881,B02705,2023-02-12,9000,48,19.01,D,Personal
L02882,B03436,2024-02-06,30500,48,21.56,E,Business
L02883,B00211,2023-09-02,8500,24,14.36,C,Debt Consolidation
L02884,B01691,2021-04-25,30300,36,14.22,C,Debt Consolidation
L02885,B01778,2024-07-28,7600,60,17.66,D,Personal
L02886,B03148,2021-01-20,32800,36,11.09,B,Home Improvement
L02887,B02500,2021-12-17,21800,48,12.75,C,Personal
L02888,B00687,2021-06-19,14500,48,17.01,D,Debt Consolidation
L02889,B02671,2023-10-21,20500,36,16.23,D,Personal
L02890,B00930,2023-06-08,7900,48,13.69,C,Home Improvement
L02891,B04114,2024-08-13,10100,36,13.81,C,Debt Consolidation
L02892,B01315,2022-11-10,6500,48,20.48,E,Personal
L02893,B02834,2024-03-04,34300,60,20.81,E,Auto
L02894,B01774,2021-07-15,14700,60,16.73,D,Debt Consolidation
L02895,B02246,2023-12-18,8900,60,25.73,F,Personal
L02896,B01186,2021-03-29,7800,36,25.87,F,Debt Consolidation
L02897,B02465,2022-04-16,20600,48,21.79,E,Auto
L02898,B00384,2022-03-09,15100,48,16.77,D,Debt Consolidation
L02899,B03924,2024-03-06,5700,24,11.15,B,Debt Consolidation
L02900,B01522,2023-09-01,19900,36,26.25,F,Business
L02901,B00980,2022-07-10,37600,48,21.89,E,Home Improvement
L02902,B04178,2021-04-06,13200,24,20.87,E,Personal
L02903,B03611,2021-06-02,9700,60,16.72,D,Auto
L02904,B03271,2022-07-29,22300,36,26.69,F,Personal
L02905,B01954,2024-01-18,5100,36,21.5,E,Personal
L02906,B01485,2024-02-29,37400,36,9.21,B,Home Improvement
L02907,B00884,2024-09-09,39200,60,11.11,C,Business
L02908,B02528,2021-03-09,11000,60,21.38,E,Debt Consolidation
L02909,B00124,2022-01-03,32300,36,17.57,D,Medical
L02910,B00526,2022-10-07,8400,48,7.51,A,Personal
L02911,B02087,2021-02-02,39200,48,12.47,C,Personal
L02912,B02156,2022-03-01,36900,48,14.24,C,Debt Consolidation
L02913,B01377,2024-04-17,1600,48,15.38,D,Debt Consolidation
L02914,B04407,2021-10-23,14100,36,21.88,E,Home Improvement
L02915,B03462,2023-03-27,27200,36,9.78,B,Auto
L02916,B04136,2021-06-07,9100,36,17.12,D,Auto
L02917,B00581,2022-09-05,10700,24,9.27,B,Personal
L02918,B01994,2021-11-29,29500,36,17.07,D,Vacation
L02919,B03936,2024-02-29,22400,36,18.29,D,Vacation
L02920,B00457,2022-05-08,16200,48,16.74,D,Home Improvement
L02921,B02801,2024-03-06,13600,36,21.46,E,Debt Consolidation
L02922,B01452,2023-03-08,25400,48,13.79,C,Home Improvement
L02923,B00204,2024-01-13,26400,48,8.97,B,Medical
L02924,B02827,2022-11-11,32400,60,21.31,E,Home Improvement
L02925,B04214,2023-02-26,16200,48,14.66,C,Debt Consolidation
L02926,B01853,2021-10-14,10100,60,15.8,D,Auto
L02927,B03466,2021-06-10,19500,24,17.01,D,Personal
L02928,B04046,2023-10-23,23500,48,13.87,C,Business
L02929,B02444,2022-12-10,14700,24,10.81,B,Personal
L02930,B02053,2021-04-20,22600,48,21.02,E,Business
L02931,B02193,2021-07-20,8500,36,18.01,D,Debt Consolidation
L02932,B02710,2023-06-15,29900,48,27.2,F,Medical
L02933,B01183,2022-04-21,15200,36,16.18,D,Home Improvement
L02934,B02829,2021-06-05,8000,36,27.53,F,Auto
L02935,B00959,2022-11-29,9700,48,12.44,C,Business
L02936,B04075,2024-05-24,13900,60,10.36,B,Personal
L02937,B02059,2024-06-11,36300,36,27.1,F,Personal
L02938,B00069,2024-05-04,39400,60,9.64,B,Business
L02939,B01638,2023-03-24,10700,36,8.28,A,Home Improvement
L02940,B00202,2022-10-31,11100,48,26.26,F,Home Improvement
L02941,B00266,2021-03-02,20700,60,21.99,E,Medical
L02942,B03126,2024-07-22,23900,36,17.92,D,Personal
L02943,B00239,2022-07-14,3000,36,21.22,E,Medical
L02944,B00291,2023-07-12,15400,36,22.52,E,Personal
L02945,B03395,2023-10-02,5400,36,21.29,E,Auto
L02946,B01809,2022-04-13,14900,48,22.9,E,Debt Consolidation
L02947,B02090,2022-12-30,17600,48,9.18,B,Debt Consolidation
L02948,B00955,2024-02-07,13200,60,15.08,D,Auto
L02949,B01931,2023-02-08,21400,36,13.55,C,Home Improvement
L02950,B04081,2023-06-04,14900,36,14.23,C,Home Improvement
L02951,B00284,2022-01-16,12000,36,10.9,B,Business
L02952,B00807,2024-04-14,14900,60,20.92,E,Personal
L02953,B01907,2024-09-15,2900,24,14.99,C,Debt Consolidation
L02954,B02677,2023-02-18,31400,60,9.96,B,Home Improvement
L02955,B03572,2021-06-25,25700,36,11.16,B,Home Improvement
L02956,B03760,2024-06-20,16600,48,12.58,B,Vacation
L02957,B04070,2022-08-28,9500,36,26.35,F,Personal
L02958,B01619,2022-05-20,35700,60,13.36,C,Home Improvement
L02959,B00809,2021-05-31,12200,48,22.57,E,Home Improvement
L02960,B03787,2021-06-18,21000,48,16.68,D,Business
L02961,B00942,2022-07-03,7900,48,21.31,E,Personal
L02962,B00040,2021-11-12,17000,36,20.69,E,Home Improvement
L02963,B01339,2023-02-18,7000,24,17.78,D,Home Improvement
L02964,B01322,2024-07-22,31800,60,20.8,E,Debt Consolidation
L02965,B01655,2021-11-12,21300,36,8.93,A,Business
L02966,B03069,2023-03-09,40000,60,18.1,D,Personal
L02967,B00395,2022-10-11,7400,48,17.43,D,Home Improvement
L02968,B00792,2023-01-09,15600,36,9.27,B,Debt Consolidation
L02969,B03634,2021-08-07,29700,48,12.88,C,Debt Consolidation
L02970,B01945,2021-07-07,22200,48,18.26,D,Home Improvement
L02971,B00744,2021-01-11,19200,48,16.4,D,Home Improvement
L02972,B04373,2022-09-24,9500,60,16.57,D,Home Improvement
L02973,B00194,2023-06-30,22500,36,13.58,C,Medical
L02974,B04275,2023-01-08,32900,60,13.84,C,Vacation
L02975,B03898,2022-07-07,18900,36,13.46,C,Home Improvement
L02976,B00218,2021-07-29,40000,60,11.65,B,Debt Consolidation
L02977,B03583,2021-09-29,12900,36,22.46,E,Auto
L02978,B03491,2021-06-28,36400,24,13.01,C,Home Improvement
L02979,B02816,2022-01-19,40000,48,21.24,E,Debt Consolidation
L02980,B03904,2023-06-02,10600,36,17.08,D,Debt Consolidation
L02981,B03924,2023-07-09,7900,60,11.17,B,Debt Consolidation
L02982,B01786,2024-02-15,12600,36,16.51,D,Debt Consolidation
L02983,B04173,2024-02-11,13000,24,17.28,D,Business
L02984,B03834,2023-11-16,23600,24,17.75,D,Home Improvement
L02985,B01183,2023-04-16,6500,36,16.69,D,Debt Consolidation
L02986,B00524,2021-07-31,5200,48,18.0,D,Debt Consolidation
L02987,B03297,2021-02-23,10900,36,26.51,F,Debt Consolidation
L02988,B04480,2021-07-03,13500,36,10.93,B,Personal
L02989,B00369,2022-12-26,16000,24,27.2,F,Personal
L02990,B04384,2024-02-10,10400,36,16.04,D,Debt Consolidation
L02991,B00399,2021-07-10,18200,36,13.94,C,Business
L02992,B02152,2024-05-07,9700,48,16.87,D,Auto
L02993,B03881,2024-05-09,11100,48,21.12,E,Auto
L02994,B00127,2022-10-27,9300,48,22.59,E,Debt Consolidation
L02995,B02088,2023-02-28,14300,60,27.9,F,Home Improvement
L02996,B03144,2021-01-26,20500,60,14.28,C,Personal
L02997,B01771,2022-08-21,13700,36,25.86,F,Home Improvement
L02998,B04054,2023-04-28,12000,36,11.69,C,Debt Consolidation
L02999,B00247,2023-03-06,15500,60,17.49,D,Vacation
L03000,B03319,2021-06-23,10900,48,22.76,E,Medical
L03001,B02082,2024-02-20,15700,36,7.43,A,Debt Consolidation
L03002,B02058,2022-05-13,28000,48,13.69,C,Medical
L03003,B02990,2024-03-17,33900,60,14.97,C,Personal
L03004,B03598,2023-12-04,39000,60,22.83,E,Debt Consolidation
L03005,B00340,2021-12-14,17700,36,26.68,F,Debt Consolidation
L03006,B02729,2023-02-19,13700,60,22.02,E,Debt Consolidation
L03007,B01592,2021-12-14,12000,60,17.11,D,Debt Consolidation
L03008,B03162,2021-10-12,16400,36,25.77,F,Debt Consolidation
L03009,B01309,2022-07-05,40000,60,7.3,A,Home Improvement
L03010,B03339,2022-09-09,5400,60,17.02,D,Home Improvement
L03011,B02699,2022-07-04,36100,24,10.44,B,Debt Consolidation
L03012,B03124,2023-10-07,10300,48,16.29,D,Home Improvement
L03013,B02298,2021-10-26,40000,36,12.95,C,Debt Consolidation
L03014,B02054,2021-05-10,12800,48,20.65,E,Home Improvement
L03015,B01510,2021-12-09,12800,60,22.4,E,Debt Consolidation
L03016,B03808,2023-06-10,40000,36,9.38,B,Personal
L03017,B00013,2022-07-20,22800,36,27.79,F,Debt Consolidation
L03018,B04035,2023-05-13,40000,60,13.73,C,Home Improvement
L03019,B01581,2022-09-06,40000,60,9.0,B,Medical
L03020,B03434,2023-09-19,29900,24,9.2,B,Home Improvement
L03021,B02052,2021-06-07,28700,60,17.43,D,Home Improvement
L03022,B03877,2023-01-10,10800,24,13.41,C,Debt Consolidation
L03023,B01824,2022-05-31,40000,36,15.33,D,Personal
L03024,B03431,2022-05-21,17800,48,18.05,D,Business
L03025,B02741,2024-07-04,10000,48,26.42,F,Debt Consolidation
L03026,B01789,2023-10-13,15700,48,21.1,E,Home Improvement
L03027,B01953,2024-05-01,12600,24,26.67,F,Personal
L03028,B02705,2024-06-16,9200,36,16.87,D,Debt Consolidation
L03029,B00952,2022-02-05,18300,60,20.68,E,Business
L03030,B03421,2023-07-27,38400,24,21.79,E,Home Improvement
L03031,B03028,2021-08-08,21000,24,26.28,F,Debt Consolidation
L03032,B03102,2021-10-05,20800,60,15.54,D,Debt Consolidation
L03033,B03961,2022-09-16,13600,48,17.28,D,Home Improvement
L03034,B03589,2021-01-14,21700,36,12.82,C,Debt Consolidation
L03035,B03846,2023-03-22,17900,36,17.67,D,Personal
L03036,B01148,2022-11-12,32000,60,13.49,C,Debt Consolidation
L03037,B03518,2024-06-24,8700,60,26.49,F,Debt Consolidation
L03038,B03059,2023-02-18,12700,24,20.53,E,Debt Consolidation
L03039,B01418,2022-11-06,6000,48,13.97,C,Auto
L03040,B03910,2023-06-21,12600,36,21.55,E,Debt Consolidation
L03041,B03690,2022-11-17,38600,60,7.95,A,Debt Consolidation
L03042,B02773,2023-06-01,32900,36,26.32,F,Home Improvement
L03043,B02829,2024-08-26,8600,48,25.46,F,Debt Consolidation
L03044,B02170,2024-05-02,24000,36,11.39,B,Medical
L03045,B02250,2021-10-06,17600,36,14.29,C,Home Improvement
L03046,B03859,2022-09-08,11200,60,16.48,D,Debt Consolidation
L03047,B01626,2022-10-19,20400,36,16.68,D,Vacation
L03048,B02750,2024-05-20,12800,60,25.45,F,Debt Consolidation
L03049,B02606,2022-02-16,10400,36,20.46,E,Auto
L03050,B01848,2023-09-09,31800,36,10.64,B,Personal
L03051,B00579,2022-10-06,15000,36,7.9,A,Home Improvement
L03052,B01137,2021-12-30,15300,36,10.82,B,Home Improvement
L03053,B03411,2023-03-27,31100,36,13.95,C,Medical
L03054,B03134,2022-10-16,24100,60,8.76,A,Home Improvement
L03055,B02275,2022-08-20,6300,48,21.33,E,Home Improvement
L03056,B02222,2024-07-20,14900,60,17.94,D,Home Improvement
L03057,B01158,2023-10-03,17800,36,18.57,D,Debt Consolidation
L03058,B03859,2024-03-25,13900,36,20.42,E,Home Improvement
L03059,B01650,2022-05-12,22200,36,10.79,B,Debt Consolidation
L03060,B04373,2022-10-30,8500,60,13.45,C,Debt Consolidation
L03061,B01587,2023-02-10,18300,24,12.97,C,Personal
L03062,B01959,2022-07-29,7100,36,16.67,D,Home Improvement
L03063,B02324,2023-03-16,15600,24,15.58,D,Debt Consolidation
L03064,B00234,2023-01-18,28700,36,20.54,E,Debt Consolidation
L03065,B01266,2021-08-22,11700,36,21.94,E,Debt Consolidation
L03066,B00032,2024-02-29,16100,24,17.51,D,Debt Consolidation
L03067,B03439,2022-02-14,20500,36,13.49,C,Home Improvement
L03068,B01372,2024-04-27,24600,36,17.6,D,Debt Consolidation
L03069,B00760,2024-01-23,40000,48,10.25,B,Auto
L03070,B03204,2022-01-04,30700,60,21.29,E,Debt Consolidation
L03071,B01795,2024-02-01,6300,48,16.74,D,Debt Consolidation
L03072,B00762,2021-02-25,10900,36,13.19,C,Vacation
L03073,B04361,2023-08-04,19200,36,12.82,C,Home Improvement
L03074,B04081,2022-03-06,16300,60,21.17,E,Debt Consolidation
L03075,B00282,2023-06-17,24200,36,14.19,C,Medical
L03076,B04072,2022-08-20,18400,36,14.36,C,Debt Consolidation
L03077,B03904,2021-05-22,18100,60,12.17,C,Business
L03078,B04056,2023-04-18,20800,60,14.42,C,Debt Consolidation
L03079,B00816,2023-10-20,8400,60,20.84,E,Medical
L03080,B01471,2021-10-13,40000,60,13.24,C,Debt Consolidation
L03081,B03288,2024-07-21,14100,60,21.71,E,Business
L03082,B04260,2022-09-13,18200,48,12.22,B,Personal
L03083,B02586,2022-05-11,3500,36,13.1,C,Debt Consolidation
L03084,B00511,2022-06-02,40000,60,8.54,A,Medical
L03085,B00555,2024-09-10,9200,60,25.79,F,Home Improvement
L03086,B03706,2021-11-12,15600,36,20.27,E,Auto
L03087,B01307,2023-05-17,7000,36,14.29,C,Personal
L03088,B03143,2023-02-12,17800,24,21.32,E,Personal
L03089,B00259,2021-06-01,15900,60,14.52,C,Debt Consolidation
L03090,B01225,2023-07-09,9800,48,14.68,C,Business
L03091,B01666,2024-05-09,14100,36,16.3,D,Personal
L03092,B01404,2023-09-09,17700,36,12.79,C,Debt Consolidation
L03093,B01866,2024-04-07,23500,60,17.0,D,Debt Consolidation
L03094,B00766,2023-04-01,9900,48,18.0,D,Auto
L03095,B00065,2023-12-31,12900,36,11.31,B,Medical
L03096,B03450,2023-11-04,13200,36,9.6,B,Personal
L03097,B02706,2023-05-07,6500,24,9.97,B,Debt Consolidation
L03098,B00196,2024-01-19,15200,24,13.68,C,Debt Consolidation
L03099,B01384,2021-03-17,11200,48,11.99,B,Personal
L03100,B02436,2023-01-07,22500,36,20.0,E,Debt Consolidation
L03101,B04161,2024-01-05,35300,36,9.1,B,Home Improvement
L03102,B01451,2024-05-01,16500,48,18.06,D,Personal
L03103,B00223,2024-07-30,22500,24,9.91,B,Debt Consolidation
L03104,B00442,2021-06-24,15000,60,21.58,E,Home Improvement
L03105,B01438,2021-08-12,4800,36,20.64,E,Home Improvement
L03106,B03188,2022-05-24,24300,24,18.25,D,Home Improvement
L03107,B02368,2024-09-08,16100,36,21.26,E,Personal
L03108,B00883,2024-09-23,5900,24,16.97,D,Auto
L03109,B00451,2022-12-29,14000,36,21.48,E,Personal
L03110,B00743,2021-12-07,25100,36,25.83,F,Debt Consolidation
L03111,B01545,2024-08-18,16300,48,26.82,F,Medical
L03112,B03351,2024-06-08,39400,36,11.62,B,Personal
L03113,B02830,2021-04-01,9300,36,18.75,D,Business
L03114,B02614,2024-02-28,8500,60,25.59,F,Business
L03115,B01916,2024-08-14,11900,36,16.9,D,Home Improvement
L03116,B01249,2024-08-17,17400,48,24.32,F,Business
L03117,B00528,2023-03-30,23900,36,12.38,C,Home Improvement
L03118,B00241,2022-11-11,28100,36,21.68,E,Debt Consolidation
L03119,B02143,2023-06-01,5700,36,13.69,C,Debt Consolidation
L03120,B00365,2021-08-05,11400,36,26.05,F,Home Improvement
L03121,B01209,2021-01-22,6600,60,16.67,D,Personal
L03122,B04121,2021-07-21,16400,24,20.3,E,Vacation
L03123,B02366,2022-06-14,20500,48,17.4,D,Home Improvement
L03124,B02962,2022-03-31,19800,48,12.73,C,Auto
L03125,B02148,2023-11-12,11700,24,18.76,D,Medical
L03126,B02418,2023-11-29,19600,48,14.75,C,Personal
L03127,B01617,2024-02-17,23500,36,9.99,B,Debt Consolidation
L03128,B01036,2024-04-03,32200,48,12.79,C,Medical
L03129,B00720,2024-03-24,4600,60,27.17,F,Personal
L03130,B00974,2022-03-29,20000,36,16.5,D,Auto
L03131,B01847,2023-07-02,14200,36,11.92,C,Personal
L03132,B01372,2023-02-06,28400,36,14.13,C,Debt Consolidation
L03133,B01467,2023-03-13,40000,36,10.52,B,Debt Consolidation
L03134,B00691,2023-08-07,12600,24,21.64,E,Debt Consolidation
L03135,B00088,2024-04-20,31600,60,16.35,D,Debt Consolidation
L03136,B02513,2023-10-22,21100,36,12.66,B,Medical
L03137,B03849,2021-11-05,33100,24,18.56,D,Personal
L03138,B00494,2022-12-08,23000,24,12.04,C,Debt Consolidation
L03139,B01246,2021-02-20,18300,36,26.08,F,Home Improvement
L03140,B01142,2023-09-16,9700,24,16.1,D,Personal
L03141,B04232,2021-08-03,16300,36,17.22,D,Debt Consolidation
L03142,B00978,2022-08-29,20100,24,14.0,C,Debt Consolidation
L03143,B02235,2023-05-02,25500,24,22.57,E,Home Improvement
L03144,B00542,2021-06-25,7700,48,19.14,D,Home Improvement
L03145,B01403,2021-08-26,14700,60,14.7,C,Medical
L03146,B00811,2021-10-18,17000,36,21.21,E,Medical
L03147,B03493,2022-12-15,39900,60,11.78,B,Home Improvement
L03148,B04313,2022-10-01,24500,24,21.23,E,Home Improvement
L03149,B01134,2022-12-04,25100,48,10.83,B,Personal
L03150,B04381,2023-07-22,6500,24,25.61,F,Debt Consolidation
L03151,B00569,2022-02-28,19000,60,16.44,D,Debt Consolidation
L03152,B03001,2023-12-04,22900,60,9.79,B,Debt Consolidation
L03153,B01322,2023-09-17,27500,48,21.52,E,Debt Consolidation
L03154,B02745,2022-12-15,23300,60,17.54,D,Debt Consolidation
L03155,B03579,2023-09-03,20100,48,7.44,A,Personal
L03156,B01768,2021-07-19,25000,36,27.41,F,Debt Consolidation
L03157,B02075,2023-06-17,13700,48,7.71,A,Debt Consolidation
L03158,B02044,2023-07-16,11700,36,22.31,E,Personal
L03159,B01142,2022-10-16,8500,24,16.73,D,Personal
L03160,B01078,2021-05-18,17700,36,20.42,E,Debt Consolidation
L03161,B00152,2022-09-07,30200,48,16.64,D,Auto
L03162,B00479,2021-04-02,21100,24,21.27,E,Personal
L03163,B03234,2021-08-24,20500,48,13.5,C,Home Improvement
L03164,B01686,2021-02-16,13000,48,14.52,C,Vacation
L03165,B03492,2022-12-04,14600,36,17.44,D,Debt Consolidation
L03166,B01372,2024-08-20,26300,36,13.48,C,Personal
L03167,B03901,2021-08-12,25300,60,10.1,B,Debt Consolidation
L03168,B02602,2021-12-03,19900,60,12.59,C,Debt Consolidation
L03169,B03424,2022-05-15,39200,36,21.25,E,Debt Consolidation
L03170,B01697,2023-11-23,7000,36,28.2,F,Personal
L03171,B03658,2021-12-24,8700,36,20.37,E,Home Improvement
L03172,B03977,2024-02-05,18400,24,16.81,D,Vacation
L03173,B01399,2021-11-24,24700,36,13.4,C,Personal
L03174,B03981,2022-11-09,19100,60,13.13,C,Business
L03175,B01402,2024-02-21,3500,60,21.41,E,Debt Consolidation
L03176,B01709,2023-05-24,17800,60,16.4,D,Debt Consolidation
L03177,B01413,2023-08-05,8600,36,8.65,A,Home Improvement
L03178,B03231,2022-04-20,30300,36,9.61,B,Medical
L03179,B02503,2023-04-10,20200,48,20.83,E,Debt Consolidation
L03180,B01265,2024-07-13,21200,48,20.92,E,Business
L03181,B02260,2022-01-13,12600,36,16.11,D,Debt Consolidation
